id,sensorgas,detector_id,sensor_id
1444,O2,361,878
1445,CO,362,1423
1446,HC,362,1959
1447,LE,362,332
1448,O2,362,879
1449,CO,363,1424
1450,HC,363,1960
1451,LE,363,333
1452,O2,363,880
1453,CO,364,1425
1454,HC,364,1961
1455,LE,364,334
1456,O2,364,881
1457,CO,365,1426
1458,HC,365,1962
1459,LE,365,335
1460,O2,365,882
1461,CO,366,1427
1462,HC,366,1963
1463,LE,366,336
1464,O2,366,883
1465,CO,367,1428
1466,HC,367,1964
1467,LE,367,337
1468,O2,367,884
1469,CO,368,1429
1470,HC,368,1965
1471,LE,368,338
1472,O2,368,885
1473,CO,369,1430
1474,HC,369,1966
1475,LE,369,339
1476,O2,369,886
1477,CO,370,1431
1478,HC,370,1967
1479,LE,370,340
1480,O2,370,887
1481,CO,371,1432
1482,HC,371,1968
1483,LE,371,341
1484,O2,371,888
1485,CO,372,1433
1486,HC,372,1969
1487,LE,372,342
1488,O2,372,889
1489,CO,373,1434
1490,HC,373,1970
1491,LE,373,343
1492,O2,373,890
1493,CO,374,1435
1494,HC,374,1971
1495,LE,374,344
1496,O2,374,891
1497,CO,375,1436
1498,HC,375,1972
1499,LE,375,345
1500,O2,375,892
1501,CO,376,1437
1502,HS,376,
1503,LE,376,346
1504,O2,376,893
1505,CO,377,1438
1506,HC,377,1973
1507,LE,377,347
1508,O2,377,894
1509,CO,378,1439
1510,HC,378,1974
1511,LE,378,348
1512,O2,378,895
1513,CO,379,
1514,HC,379,
1515,LE,379,
1516,O2,379,
1517,CO,380,1440
1518,HC,380,1975
1519,LE,380,349
1520,O2,380,896
1521,CO,381,1441
1522,HC,381,1976
1523,LE,381,350
1524,O2,381,897
1525,CO,382,1442
1526,HC,382,1977
1527,LE,382,351
1528,O2,382,898
1529,CO,383,1443
1530,HC,383,1978
1531,LE,383,352
1532,O2,383,899
1533,CO,384,1444
1534,HC,384,1979
1535,LE,384,353
1536,O2,384,900
1537,CO,385,1445
1538,HC,385,1980
1539,LE,385,354
1540,O2,385,901
1541,CO,386,1446
1542,HC,386,1981
1543,LE,386,355
1544,O2,386,902
1545,CO,387,1447
1546,HC,387,1982
1547,LE,387,356
1548,O2,387,903
1549,CO,388,1448
1550,HC,388,1983
1551,LE,388,357
1552,O2,388,904
1553,CO,389,1449
1554,HC,389,1984
1555,LE,389,358
1556,O2,389,905
1557,CO,390,2485
1558,HC,390,2486
1559,LE,390,2484
1560,O2,390,906
1561,CO,391,1451
1562,HC,391,1986
1563,LE,391,360
1564,O2,391,907
1565,CO,392,1452
1566,HC,392,1987
1567,LE,392,361
1568,O2,392,908
1569,CO,393,1453
1570,HC,393,1988
1571,LE,393,362
1572,O2,393,909
1573,CO,394,1454
1574,HC,394,1989
1575,LE,394,363
1576,O2,394,910
1577,CO,395,1455
1578,HC,395,1990
1579,LE,395,364
1580,O2,395,911
1581,CO,396,1456
1582,HC,396,1991
1583,LE,396,365
1584,O2,396,912
1585,CO,397,1457
1586,HC,397,1992
1587,LE,397,366
1588,O2,397,913
1589,CO,398,1458
1590,HC,398,1993
1591,LE,398,367
1592,O2,398,914
1593,CO,399,2461
1594,HC,399,2439
1595,LE,399,2460
1596,O2,399,915
1597,CO,400,1460
1598,HC,400,1995
1599,LE,400,369
1600,O2,400,916
1601,CO,401,1461
1602,HC,401,1996
1603,LE,401,370
1604,O2,401,917
1605,CO,402,1462
1606,HC,402,1997
1607,LE,402,371
1608,O2,402,918
1609,CO,403,1463
1610,HC,403,1998
1611,LE,403,372
1612,O2,403,919
1613,CO,404,1464
1614,HC,404,1999
1615,LE,404,373
1616,O2,404,920
1617,CO,405,2434
1618,HC,405,2452
1619,LE,405,2459
1620,O2,405,921
1621,CO,406,1466
1622,HC,406,2001
1623,LE,406,375
1624,O2,406,922
1625,CO,407,1467
1626,HC,407,2002
1627,LE,407,376
1628,O2,407,923
1629,CO,408,1468
1630,HC,408,2003
1631,LE,408,377
1632,O2,408,924
1633,CO,409,1469
1634,HC,409,2004
1635,LE,409,378
1636,O2,409,925
1637,CO,410,1470
1638,HC,410,2005
1639,LE,410,379
1640,O2,410,
1641,CO,411,1471
1642,HC,411,2006
1643,LE,411,380
1644,O2,411,926
1645,CO,412,1472
1646,HC,412,2007
1647,LE,412,381
1648,O2,412,927
1649,CO,413,1473
1650,HC,413,2008
1651,LE,413,382
1652,O2,413,928
1653,CO,414,2450
1654,HS,414,2131
1655,LE,414,383
1656,O2,414,929
1657,CO,415,1475
1658,HS,415,2132
1659,LE,415,384
1660,O2,415,930
1661,CO,416,1476
1662,HS,416,2133
1663,LE,416,385
1664,O2,416,931
1665,CO,417,1477
1666,HS,417,2134
1667,LE,417,386
1668,O2,417,932
1669,CO,418,1478
1670,HS,418,2135
1671,LE,418,387
1672,O2,418,933
1673,CO,419,1479
1674,HS,419,2136
1675,LE,419,388
1676,O2,419,934
1677,CO,420,1480
1678,HS,420,2137
1679,LE,420,389
1680,O2,420,935
1681,CO,421,1481
1682,HS,421,2138
1683,LE,421,390
1684,O2,421,936
1685,CO,422,1482
1686,HS,422,2139
1687,LE,422,391
1688,O2,422,937
1689,CO,423,1483
1690,HS,423,2140
1691,LE,423,392
1692,O2,423,938
1693,CO,424,1484
1694,HS,424,2141
1695,LE,424,393
1696,O2,424,939
1697,CO,425,1485
1698,HS,425,2142
1699,LE,425,394
1700,O2,425,940
1701,CO,426,1486
1702,HS,426,2143
1703,LE,426,395
1704,O2,426,941
1705,CO,427,1487
1706,HS,427,2144
1707,LE,427,396
1708,O2,427,942
1709,CO,428,1488
1710,HS,428,2145
1711,LE,428,397
1712,O2,428,943
1713,CO,429,1489
1714,HS,429,2146
1715,LE,429,398
1716,O2,429,944
1717,CO,430,1490
1718,HC,430,2009
1719,LE,430,399
1720,O2,430,945
1721,CO,431,1491
1722,HC,431,2010
1723,LE,431,400
1724,O2,431,946
1725,CO,432,1492
1726,HC,432,2011
1727,LE,432,401
1728,O2,432,947
1729,CO,433,
1730,HC,433,2012
1731,LE,433,402
1732,O2,433,948
1733,CO,434,1493
1734,HC,434,2013
1735,LE,434,403
1736,O2,434,949
1737,CO,435,1494
1738,HS,435,2483
1739,LE,435,404
1740,O2,435,2480
1741,CO,436,1495
1742,HS,436,2482
1743,LE,436,405
1744,O2,436,2481
1745,CO,437,1496
1746,HS,437,
1747,LE,437,406
1748,O2,437,952
1749,CO,438,1497
1750,HS,438,
1751,LE,438,407
1752,O2,438,953
1753,CO,439,1498
1754,HC,439,2014
1755,LE,439,408
1756,O2,439,954
1757,CO,440,1499
1758,HC,440,2015
1759,LE,440,409
1760,O2,440,955
1761,CO,441,1500
1762,HC,441,2016
1763,LE,441,410
1764,O2,441,956
1765,CO,442,1501
1766,HC,442,2017
1767,LE,442,
1768,O2,442,957
1769,CO,443,1502
1770,HC,443,2018
1771,LE,443,411
1772,O2,443,958
1773,CO,444,1503
1774,HC,444,2019
1775,LE,444,412
1776,O2,444,959
1777,CO,445,1504
1778,HC,445,2020
1779,LE,445,413
1780,O2,445,960
1781,CO,446,1505
1782,HC,446,2021
1783,LE,446,414
1784,O2,446,961
1785,CO,447,1506
1786,HC,447,2022
1787,LE,447,415
1788,O2,447,962
1789,CO,448,1507
1790,HC,448,2023
1791,LE,448,416
1792,O2,448,963
1793,CO,449,1508
1794,HC,449,2024
1795,LE,449,417
1796,O2,449,964
1797,CO,450,1509
1798,HC,450,2025
1799,LE,450,418
1800,O2,450,965
1801,CO,451,1510
1802,HC,451,2026
1803,LE,451,419
1804,O2,451,966
1805,CO,452,1511
1806,HC,452,2027
1807,LE,452,420
1808,O2,452,967
1809,CO,453,1512
1810,HC,453,2028
1811,LE,453,421
1812,O2,453,968
1813,CO,454,1513
1814,HC,454,2029
1815,LE,454,422
1816,O2,454,969
1817,CO,455,1514
1818,HC,455,2030
1819,LE,455,423
1820,O2,455,970
1821,CO,456,1515
1822,HC,456,2031
1823,LE,456,424
1824,O2,456,971
1825,CO,457,1516
1826,HC,457,2032
1827,LE,457,425
1828,O2,457,972
1829,CO,458,1517
1830,HC,458,2033
1831,LE,458,426
1832,O2,458,973
1833,CO,459,1518
1834,HC,459,2034
1835,LE,459,427
1836,O2,459,974
1837,CO,460,1519
1838,HC,460,2035
1839,LE,460,428
1840,O2,460,975
1841,CO,461,1520
1842,HC,461,2036
1843,LE,461,429
1844,O2,461,976
1845,CO,462,1521
1846,HC,462,
1847,LE,462,430
1848,O2,462,977
1849,CO,463,1522
1850,HC,463,2037
1851,LE,463,431
1852,O2,463,978
1853,CO,464,1523
1854,HC,464,2038
1855,LE,464,432
1856,O2,464,979
1857,CO,465,1524
1858,HC,465,2039
1859,LE,465,433
1860,O2,465,980
1861,CO,466,1525
1862,HC,466,2040
1863,LE,466,434
1864,O2,466,981
1865,CO,467,1526
1866,HC,467,2448
1867,LE,467,435
1868,O2,467,2449
1869,CO,468,1527
1870,HC,468,2041
1871,LE,468,436
1872,O2,468,983
1873,CO,469,1528
1874,HC,469,2042
1875,LE,469,437
1876,O2,469,984
1877,CO,470,1529
1878,HC,470,2043
1879,LE,470,438
1880,O2,470,985
1881,CO,471,1530
1882,HC,471,2044
1883,LE,471,439
1884,O2,471,986
1885,CO,472,1531
1886,HC,472,2045
1887,LE,472,440
1888,O2,472,987
1889,CO,473,1532
1890,HC,473,2046
1891,LE,473,441
1892,O2,473,988
1893,CO,474,1533
1894,HC,474,2047
1895,LE,474,442
1896,O2,474,989
1897,CO,475,1534
1898,HC,475,2048
1899,LE,475,443
1900,O2,475,990
1901,CO,476,1535
1902,HC,476,2049
1903,LE,476,444
1904,O2,476,991
1905,CO,477,1536
1906,HS,477,2148
1907,LE,477,445
1908,O2,477,992
1909,CO,478,1537
1910,HC,478,2050
1911,LE,478,446
1912,O2,478,993
1913,CO,479,1538
1914,HC,479,2051
1915,LE,479,447
1916,O2,479,994
1917,CO,480,1539
1918,HC,480,2052
1919,LE,480,448
1920,O2,480,995
1921,CO,481,1540
1922,HC,481,2053
1923,LE,481,449
1924,O2,481,996
1925,CO,482,1541
1926,HC,482,2054
1927,LE,482,450
1928,O2,482,997
1929,CO,483,1542
1930,HC,483,2055
1931,LE,483,451
1932,O2,483,998
1933,CO,484,
1934,HC,484,
1935,LE,484,
1936,O2,484,
1937,CO,485,1543
1938,HC,485,2056
1939,LE,485,452
1940,O2,485,999
1941,CO,486,
1942,HC,486,
1943,LE,486,
1944,O2,486,
1945,CO,487,1544
1946,HC,487,2057
1947,LE,487,453
1948,O2,487,1000
1949,CO,488,1545
1950,HC,488,2058
1951,LE,488,454
1952,O2,488,1001
1953,CO,489,1546
1954,HC,489,2059
1955,LE,489,455
1956,O2,489,1002
1957,CO,490,1547
1958,HC,490,2060
1959,LE,490,456
1960,O2,490,1003
1961,CO,491,1548
1962,HC,491,2061
1963,LE,491,457
1964,O2,491,1004
1965,CO,492,1549
1966,HC,492,2062
1967,LE,492,458
1968,O2,492,1005
1969,CO,493,1550
1970,HC,493,2063
1971,LE,493,459
1972,O2,493,1006
1973,CO,494,1551
1974,HC,494,2064
1975,LE,494,460
1976,O2,494,1007
1977,CO,495,1552
1978,HC,495,2065
1979,LE,495,461
1980,O2,495,1008
1981,CO,496,1553
1982,HC,496,2066
1983,LE,496,462
1984,O2,496,1009
1985,CO,497,1554
1986,HC,497,2067
1987,LE,497,463
1988,O2,497,1010
1989,CO,498,1555
1990,HC,498,2068
1991,LE,498,464
1992,O2,498,1011
1993,CO,499,1556
1994,HC,499,2069
1995,LE,499,465
1996,O2,499,1012
1997,CO,500,1557
1998,HC,500,2070
1999,LE,500,466
2000,O2,500,1013
2001,CO,501,1558
2002,HC,501,2071
2003,LE,501,467
2004,O2,501,1014
2005,CO,502,1559
2006,HC,502,2072
2007,LE,502,468
2008,O2,502,1015
2009,CO,503,1560
2010,HC,503,2073
2011,LE,503,469
2012,O2,503,1016
2013,CO,504,1561
2014,HC,504,2074
2015,LE,504,470
2016,O2,504,1017
2017,CO,505,1562
2018,HC,505,2075
2019,LE,505,471
2020,O2,505,1018
2021,CO,506,1563
2022,HC,506,2076
2023,LE,506,472
2024,O2,506,1019
2025,CO,507,1564
2026,HC,507,2077
2027,LE,507,473
2028,O2,507,1020
2029,CO,508,1565
2030,HC,508,2078
2031,LE,508,474
2032,O2,508,1021
2033,CO,509,1566
2034,HC,509,2079
2035,LE,509,475
2036,O2,509,1022
2037,CO,510,1567
2038,HC,510,2080
2039,LE,510,476
2040,O2,510,1023
2041,CO,511,1568
2042,HC,511,2081
2043,LE,511,477
2044,O2,511,1024
2045,CO,512,
2046,HC,512,
2047,LE,512,478
2048,O2,512,
2049,CO,513,1569
2050,HC,513,2082
2051,LE,513,479
2052,O2,513,1025
2053,CO,514,1570
2054,HC,514,2083
2055,LE,514,480
2056,O2,514,1026
2057,CO,515,1571
2058,HC,515,2084
2059,LE,515,481
2060,O2,515,1027
2061,CO,516,1572
2062,HC,516,2085
2063,LE,516,482
2064,O2,516,1028
2065,CO,517,1573
2066,HC,517,2086
2067,LE,517,483
2068,O2,517,1029
2069,CO,518,1574
2070,HC,518,2087
2071,LE,518,484
2072,O2,518,1030
2073,CO,519,1575
2074,HC,519,2088
2075,LE,519,485
2076,O2,519,1031
2077,CO,520,1576
2078,HC,520,2089
2079,LE,520,486
2080,O2,520,1032
2081,CO,521,1577
2082,HC,521,2090
2083,LE,521,487
2084,O2,521,1033
2085,CO,522,1578
2086,HC,522,2091
2087,LE,522,488
2088,O2,522,1034
2089,CO,523,1579
2090,HC,523,2092
2091,LE,523,489
2092,O2,523,1035
2093,CO,524,1580
2094,HS,524,2149
2095,LE,524,490
2096,O2,524,1036
2097,CO,525,1581
2098,HC,525,2093
2099,LE,525,491
2100,O2,525,1037
2101,CO,526,1582
2102,HC,526,2094
2103,LE,526,492
2104,O2,526,1038
2105,CO,527,1583
2106,HC,527,2095
2107,LE,527,493
2108,O2,527,
2109,CO,528,1584
2110,HC,528,2096
2111,LE,528,494
2112,O2,528,1039
2113,CO,529,1585
2114,HC,529,2097
2115,LE,529,495
2116,O2,529,1040
2117,CO,530,1586
2118,HC,530,2098
2119,LE,530,496
2120,O2,530,1041
2121,CO,531,1587
2122,HC,531,2099
2123,LE,531,497
2124,O2,531,1042
2125,CO,532,1588
2126,HC,532,2100
2127,LE,532,498
2128,O2,532,1043
2129,CO,533,1589
2130,HC,533,2101
2131,LE,533,499
2132,O2,533,1044
2133,CO,534,1590
2134,HC,534,2102
2135,LE,534,500
2136,O2,534,1045
2137,CO,535,
2138,HC,535,2103
2139,LE,535,501
2140,O2,535,1046
2141,CO,536,1591
2142,HC,536,2104
2143,LE,536,502
2144,O2,536,1047
2145,CO,537,1592
2146,HC,537,2105
2147,LE,537,503
2148,O2,537,
2149,CO,538,1593
2150,HC,538,2106
2151,LE,538,
2152,O2,538,1048
2153,CO,539,1594
2154,HC,539,2107
2155,LE,539,504
2156,O2,539,1049
2157,CO,540,1595
2158,HC,540,2108
2159,LE,540,505
2160,O2,540,
2161,CO,541,1596
2162,HC,541,2109
2163,LE,541,506
2164,O2,541,1050
2165,CO,542,1597
2166,HC,542,2110
2167,LE,542,507
2168,O2,542,1051
2169,CO,543,1598
2170,HC,543,2111
2171,LE,543,508
2172,O2,543,1052
2173,CO,544,1599
2174,HC,544,2112
2175,LE,544,509
2176,O2,544,1053
2177,CO,545,1600
2178,HC,545,2113
2179,LE,545,510
2180,O2,545,1054
2181,CO,546,1601
2182,HC,546,2114
2183,LE,546,511
2184,O2,546,1055
2185,CO,547,1602
2186,HC,547,2115
2187,LE,547,512
2188,O2,547,1056
2189,CO,548,1603
2190,HC,548,2116
2191,LE,548,513
2192,O2,548,1057
2193,CO,549,1604
2194,HC,549,2117
2195,LE,549,514
2196,O2,549,1058
2197,CO,550,1605
2198,HS,550,2150
2199,LE,550,515
2200,O2,550,1059
2201,CO,551,1606
2202,HS,551,2151
2203,LE,551,516
2204,O2,551,1060
2205,CO,552,1607
2206,HS,552,2152
2207,LE,552,517
2208,O2,552,1061
2209,CO,553,1608
2210,HS,553,2153
2211,LE,553,518
2212,O2,553,1062
2213,CO,554,1609
2214,HS,554,2154
2215,LE,554,519
2216,O2,554,1063
2217,CO,555,1610
2218,HS,555,2155
2219,LE,555,520
2220,O2,555,1064
2221,CO,556,1611
2222,HS,556,2156
2223,LE,556,521
2224,O2,556,1065
2225,CO,557,1612
2226,HS,557,2157
2227,LE,557,522
2228,O2,557,1066
2229,CO,558,1613
2230,HS,558,2158
2231,LE,558,523
2232,O2,558,1067
2233,CO,559,1614
2234,HS,559,2159
2235,LE,559,524
2236,O2,559,1068
2237,CO,560,1615
2238,HS,560,2160
2239,LE,560,525
2240,O2,560,1069
2241,CO,561,1616
2242,HS,561,2161
2243,LE,561,526
2244,O2,561,1070
2245,CO,562,1617
2246,HC,562,2118
2247,LE,562,527
2248,O2,562,1071
2249,CO,563,1618
2250,HC,563,2119
2251,LE,563,528
2252,O2,563,1072
2253,CO,564,1619
2254,HS,564,2162
2255,LE,564,529
2256,O2,564,1073
2257,CO,565,1620
2258,HS,565,2163
2259,LE,565,530
2260,O2,565,2451
2261,CO,566,1621
2262,HS,566,2164
2263,LE,566,531
2264,O2,566,1075
2265,CO,567,1622
2266,HS,567,2165
2267,LE,567,532
2268,O2,567,1076
2269,CO,568,1623
2270,HS,568,2166
2271,LE,568,533
2272,O2,568,1077
2273,CO,569,1624
2274,HS,569,2167
2275,LE,569,534
2276,O2,569,1078
2277,CO,570,1625
2278,HS,570,2168
2279,LE,570,535
2280,O2,570,1079
2281,CO,571,2438
2283,LE,571,2436
2284,O2,571,2437
2285,CO,572,1626
2286,HS,572,2169
2287,LE,572,536
2288,O2,572,1080
2289,CO,573,1627
2290,HS,573,2170
2291,LE,573,537
2292,O2,573,1081
2293,CO,574,1628
2294,HS,574,2171
2295,LE,574,538
2296,O2,574,1082
2297,CO,575,1629
2298,HS,575,2172
2299,LE,575,539
2300,O2,575,1083
2301,CO,576,1630
2302,HS,576,2173
2303,LE,576,540
2304,O2,576,2479
2305,CO,577,1631
2306,HS,577,2174
2307,LE,577,541
2308,O2,577,1085
2309,CO,578,1632
2310,HS,578,2175
2311,LE,578,542
2312,O2,578,1086
2313,CO,579,1633
2314,HS,579,2176
2315,LE,579,543
2316,O2,579,1087
2317,CO,580,1634
2318,HS,580,2177
2319,LE,580,544
2320,O2,580,1088
2321,CO,581,1635
2322,HC,581,2120
2323,LE,581,545
2324,O2,581,1089
2325,CO,582,1636
2326,HC,582,2121
2327,LE,582,546
2328,O2,582,1090
2329,CO,583,2456
2330,HC,583,2454
2331,LE,583,2455
2332,O2,583,1091
2333,CO,584,1638
2334,HC,584,
2335,LE,584,548
2336,O2,584,1092
2337,CO,585,1639
2338,HS,585,2178
2339,LE,585,549
2340,O2,585,1093
2341,CO,586,1640
2342,HC,586,
2343,LE,586,550
2344,O2,586,1094
2345,CO,587,2202
2346,HS,587,2212
2347,LE,587,2180
2348,O2,587,2191
2349,CO,588,2203
2350,HS,588,2213
2351,LE,588,2181
2352,O2,588,2192
2353,CO,589,2204
2354,HS,589,2214
2355,LE,589,2182
2356,O2,589,2193
2357,CO,590,2205
2358,HS,590,2215
2359,LE,590,2183
2360,O2,590,2194
2361,CO,591,2206
2362,HS,591,2216
2363,LE,591,2184
2364,O2,591,2195
2365,CO,592,
2366,HS,592,
2367,LE,592,
2368,O2,592,
2369,CO,593,2207
2370,HS,593,2217
2371,LE,593,2185
2372,O2,593,2196
2373,CO,594,2208
2374,HS,594,2218
2375,LE,594,2186
2376,O2,594,2197
2377,CO,595,2209
2378,HS,595,2219
2379,LE,595,2187
2380,O2,595,2198
2381,CO,596,
2382,HS,596,
2383,LE,596,
2384,O2,596,
2385,CO,597,2210
2386,HS,597,2220
2387,LE,597,2188
2388,O2,597,2199
2389,CO,598,2211
2390,HS,598,2221
2391,LE,598,2189
2392,O2,598,2200
2393,CO,599,
2394,HS,599,
2395,LE,599,
2396,O2,599,
2397,CO,600,
2398,HS,600,
2399,LE,600,
2400,O2,600,
2401,CO,601,
2402,HS,601,
2403,LE,601,
2404,O2,601,
2405,CO,602,
2406,HS,602,
2407,LE,602,2190
2408,O2,602,2201
2409,CO,603,
2410,HS,603,
2411,LE,603,
2412,O2,603,
2413,CO,604,
2414,HS,604,
2415,LE,604,
2416,O2,604,
2417,CO,605,
2418,HS,605,
2419,LE,605,
2420,O2,605,
2421,CO,606,
2422,CL,606,2241
2423,NO,606,
2424,SO,606,
2425,LE,606,2222
2426,O2,606,2227
2427,CO,607,
2428,CL,607,2242
2429,NO,607,
2430,SO,607,
2431,LE,607,2223
2432,O2,607,2228
2433,CO,608,
2434,CL,608,2243
2435,NO,608,
2436,SO,608,
2437,LE,608,2224
2438,O2,608,
2439,CO,609,
2440,CL,609,2431
2441,NO,609,
2442,SO,609,
2443,LE,609,2432
2444,O2,609,2430
2445,CO,610,
2446,CL,610,2245
2447,NO,610,
2448,SO,610,
2449,LE,610,2226
2450,O2,610,2230
2451,CO,611,
2452,HC,611,2270
2453,NH,611,
2454,PH,611,
2455,LE,611,2246
2456,O2,611,2252
2457,CO,612,
2458,HC,612,2271
2459,NH,612,
2460,PH,612,
2461,LE,612,2247
2462,O2,612,2253
2463,CO,613,
2464,HC,613,2272
2465,NH,613,
2466,PH,613,
2467,LE,613,2248
2468,O2,613,2254
2469,CO,614,
2470,HC,614,2493
2471,NH,614,
2472,PH,614,
2473,LE,614,2249
2474,O2,614,2494
2475,CO,615,
2476,HC,615,2274
2477,NH,615,
2478,PH,615,
2479,LE,615,2500
2480,O2,615,2256
2481,CO,616,
2482,HC,616,2275
2483,NH,616,
2484,PH,616,
2485,LE,616,2251
2486,O2,616,2257
2487,CO,617,2286
2488,VO,617,2295
2489,HS,617,2290
2490,LE,617,2276
2491,O2,617,2281
2492,CO,618,
2493,VO,618,2296
2494,HS,618,
2495,LE,618,2277
2496,O2,618,2282
2497,CO,619,2287
2498,VO,619,2297
2499,HS,619,2291
2500,LE,619,2278
2501,O2,619,2283
2502,CO,620,2288
2503,VO,620,2298
2504,HS,620,2292
2505,LE,620,2279
2506,O2,620,2284
2507,CO,621,2289
2508,VO,621,2299
2509,HS,621,2293
2510,LE,621,2280
2511,O2,621,2285
2512,VO,622,
2513,VO,623,
2514,VO,624,
2515,VO,625,
2516,VO,626,
2517,VO,627,
2518,VO,628,
2519,VO,629,
2520,VO,630,
2521,VO,631,
2522,VO,632,
2523,VO,633,
2524,VO,634,
2525,CO,651,2352
2526,HS,651,2378
2527,LE,651,2300
2528,O2,651,2326
2529,CO,652,2353
2530,HS,652,2379
2531,LE,652,2301
2532,O2,652,2327
2533,CO,653,2354
2534,HS,653,2380
2535,LE,653,2302
2536,O2,653,2328
2537,CO,654,2355
2538,HS,654,2381
2539,LE,654,2303
2540,O2,654,2329
2541,CO,655,2356
2542,HS,655,2382
2543,LE,655,2304
2544,O2,655,2330
2545,CO,656,2357
2546,HS,656,2383
2547,LE,656,2305
2548,O2,656,2331
2549,CO,657,2358
2550,HS,657,2384
2551,LE,657,2306
2552,O2,657,2332
2553,CO,658,2359
2554,HS,658,2385
2555,LE,658,2307
2556,O2,658,2333
2557,CO,659,2360
2558,HS,659,2386
2559,LE,659,2308
2560,O2,659,2334
2561,CO,660,2433
2562,HS,660,2387
2563,LE,660,2309
2564,O2,660,2335
2565,CO,661,2362
2566,HS,661,2388
2567,LE,661,2310
2568,O2,661,2336
2569,CO,662,2363
2570,HS,662,2389
2571,LE,662,2311
2572,O2,662,2337
2573,CO,663,2364
2574,HS,663,2390
2575,LE,663,2312
2576,O2,663,2338
2577,CO,664,2365
2578,HS,664,2391
2579,LE,664,2313
2580,O2,664,2339
2581,CO,665,2366
2582,HS,665,2392
2583,LE,665,2314
2584,O2,665,2340
2585,CO,666,2367
2586,HS,666,2393
2587,LE,666,2315
2588,O2,666,2341
2589,CO,667,2368
2590,HS,667,2394
2591,LE,667,2316
2592,O2,667,2342
2593,CO,668,2369
2594,HS,668,2395
2595,LE,668,2317
2596,O2,668,2343
2597,CO,669,2370
2598,HS,669,2396
2599,LE,669,2318
2600,O2,669,2344
2601,CO,670,2371
2602,HS,670,2397
2603,LE,670,2319
2604,O2,670,2345
2605,CO,671,2372
2606,HS,671,2398
2607,LE,671,2320
2608,O2,671,2346
2609,CO,672,2373
2610,HS,672,2399
2611,LE,672,2321
2612,O2,672,2347
2613,CO,673,2374
2614,HS,673,2400
2615,LE,673,2322
2616,O2,673,2348
2617,CO,674,2375
2618,HS,674,2401
2619,LE,674,2323
2620,O2,674,2349
2621,CO,675,2376
2622,HS,675,2402
2623,LE,675,2324
2624,O2,675,2350
2625,CO,676,2377
2626,HS,676,2403
2627,LE,676,2325
2628,O2,676,2351
2629,CO,1080,2442
2630,HC,1080,2443
2631,LE,1080,2440
2632,O2,1080,2441
2633,CO,1081,
2634,HC,1081,
2635,LE,1081,
2636,O2,1081,
2637,CO,1082,
2638,HS,1082,
2639,LE,1082,
2640,O2,1082,
2641,VO,1082,
2642,CO,1083,
2643,HS,1083,
2644,LE,1083,
2645,O2,1083,
2646,VO,1083,
2647,CO,1084,2497
2648,HS,1084,2498
2649,LE,1084,2495
2650,O2,1084,2496
2651,CO,1085,
2652,HS,1085,
2653,LE,1085,
2654,O2,1085,
2655,VO,1085,
2656,CO,1086,
2657,HS,1086,
2658,LE,1086,
2659,O2,1086,
2660,CO,1087,
2661,HS,1087,
2662,LE,1087,
2663,O2,1087,
2664,VO,1087,
2665,CO,1088,
2666,HS,1088,
2667,LE,1088,
2668,O2,1088,
2669,VO,1088,
2670,CO,1090,
2671,HS,1090,
2672,LE,1090,
2673,O2,1090,
2674,VO,1090,
2675,CO,1091,
2676,HS,1091,
2677,LE,1091,
2678,O2,1091,
2679,VO,1091,
2680,SO,1095,
2681,NO,1095,
2682,C2,1095,
2683,HC,1096,
2684,CL,1096,
2685,PH,1096,
2686,NH,1097,
2687,CO,1098,
2688,HS,1098,
2689,LE,1098,
2690,O2,1098,
2691,VO,1098,
2692,CO,1099,
2693,HS,1099,
2694,LE,1099,
2695,O2,1099,
2696,VO,1099,
2697,CO,1100,
2698,HS,1100,
2699,LE,1100,
2700,O2,1100,
2701,VO,1100,
2702,CO,1101,
2703,HS,1101,
2704,LE,1101,
2705,O2,1101,
2706,VO,1101,
2707,CO,1102,
2708,HS,1102,
2709,LE,1102,
2710,O2,1102,
2711,VO,1102,
2712,CO,1103,
2713,HS,1103,
2714,LE,1103,
2715,O2,1103,
2716,VO,1103,
2717,CO,1104,
2718,HS,1104,
2719,LE,1104,
2720,O2,1104,
2721,VO,1104,
2722,CO,1105,
2723,HS,1105,
2724,LE,1105,
2725,O2,1105,
2726,VO,1105,
2727,CO,1106,
2728,HS,1106,
2729,LE,1106,
2730,O2,1106,2502
2731,CO,1107,
2732,HS,1107,
2733,LE,1107,
2734,O2,1107,
2735,CO,1108,
2736,HS,1108,
2737,LE,1108,
2738,O2,1108,
2739,CO,1109,
2740,HS,1109,
2741,LE,1109,
2742,O2,1109,
