id,label,serial,status,purchase_date,purchase_cost,firmware,notes,detector_model_id,configuration_id,location_id
534,PGM534,M03140478921,OP,,,,,1,1,95
535,PGM535,M03140452421,OP,,,,,1,1,95
536,PGM536,M03140457121,OP,,,,,1,1,95
537,PGM537,M03140459421,OP,,,,,1,1,95
538,PGM538,M03140457721,OP,,,,,1,1,95
539,PGM539,M03140451121,OP,,,,,1,1,95
540,PGM540,M03140456921,OP,,,,,1,1,95
541,PGM541,M03140450021,OP,,,,,1,1,95
542,PGM542,M03140453621,OP,,,,,1,1,95
543,PGM543,M03140428921,OP,,,,,1,1,95
544,PGM544,M03140451721,OP,,,,,1,1,95
545,PGM545,M03140458221,OP,,,,,1,1,95
546,PGM546,M03140433721,OP,,,,,1,1,95
547,PGM547,M03140456621,OP,,,,,1,1,95
548,PGM548,M03140418921,OP,,,,,1,1,95
549,PGM549,M03140456421,OP,,,,,1,1,95
550,PGM550,M03140462221,OP,,,,,1,2,114
551,PGM551,M03140446321,OP,,,,,1,2,114
552,PGM552,M03140465221,OP,,,,,1,2,114
553,PGM553,M03140466121,OP,,,,,1,2,9
554,PGM554,M03140467221,OP,,,,,1,2,9
555,PGM555,M03140466521,OP,,,,,1,2,113
556,PGM556,M03140466221,OP,,,,,1,2,9
557,PGM557,M03140466821,OP,,,,,1,2,114
558,PGM558,M03140467521,OP,,,,,1,2,114
559,PGM559,M03140466921,OP,,,,,1,2,114
560,PGM560,M03140465421,OP,,,,,1,2,114
561,PGM561,M03140467121,OP,,,,,1,2,113
562,PGM562,M03140458721,OP,,,,,1,1,95
563,PGM563,M03140431821,OP,,,,,1,1,95
564,PGM564,M03140466621,OP,,,,H2S detector,1,2,95
565,PGM565,M03140465821,OP,,,,,1,2,95
566,PGM566,M03140463321,OP,,,,,1,2,95
567,PGM567,M03140464821,OP,,,,,1,2,9
568,PGM568,M03140466021,OP,,,,,1,2,95
569,PGM569,M03140466321,OP,,,,,1,2,95
570,PGM570,M03140463021,OP,,,,,1,2,95
571,PGM571,M03140467421,OP,,,,,1,1,95
572,PGM572,M03140465621,OP,,,,,1,2,95
573,PGM573,M03140462921,OP,,,,,1,2,95
574,PGM574,M03140465021,OP,,,,,1,2,95
575,PGM575,M03140465121,OP,,,,,1,2,95
576,PGM576,M03140466421,OP,,,,,1,2,95
577,PGM577,M03140463921,OP,,,,,1,2,95
578,PGM578,M03140466721,OP,,,,,1,2,95
579,PGM579,M03140465921,OP,,,,,1,2,95
580,PGM580,M03140462721,OP,,,,,1,2,95
581,PGM581,M03140485821,OP,,,,,1,1,95
582,PGM582,M03140451021,OP,,,,,1,1,95
583,PGM583,M03140458621,OP,,,,,1,1,95
584,PGM584,M03140450521,OP,,,,,1,1,100
585,PGM585,M03140462421,OP,,,,,1,2,95
586,PGM586,M03140465721,OP,,,,,1,1,95
587,MR01,MAA30007Q7,OP,,,,,2,3,95
588,MR02,MAA30008Q7,OP,,,,,2,3,95
589,MR03,MAA30009Q7,OP,,,,,2,3,95
590,MR04,MAA30010Q7,OP,,,,,2,3,95
591,MR05,MAA30011Q7,OP,,,,,2,3,95
592,MR06,XXX-00025,OP,,,,,2,3,95
593,MR07,MAA30013Q7,OP,,,,,2,3,110
594,MR08,MAA30014Q7,OP,,,,,2,3,95
595,MR09,MAA30015Q7,OP,,,,,2,3,95
596,MR10,XXX-00026,OP,,,,,2,3,95
597,MR11,MAA30017Q7,OP,,,,,2,3,95
598,MR13,M01C001832,OP,,,,,2,3,95
599,MR14,MAA30020Q7,OP,,,,,2,3,95
600,MR16,XXX-00027,OP,,,,,2,3,95
601,MR34,XXX-00028,OP,,,,,2,3,116
602,MR35,M01C005074,OP,,,,,2,3,95
603,MRHART01,XXX-00029,OP,,,,,2,3,95
604,MR12,XXX-00030,OP,,,,,2,3,95
605,MR17,XXX-00031,OP,,,,,2,3,95
606,MR18,MAA30024Q7,OP,,,,,2,4,89
607,MR19,MAA30099Q6,OP,,,,,2,4,95
608,MR20,MAA30100Q6,OP,,,,,2,4,95
609,MR33,M01C008331,OP,,,,,2,4,95
610,MR888,M01C008882,OP,,,,,2,4,95
611,MR15,MAA30021Q7,OP,,,,,2,5,95
612,MR21,MAA30005Q7,OP,,,,,2,5,95
613,MR22,MAA30006Q7,OP,,,1.54,,2,5,95
614,MR36,M01C008876,OP,,,,,2,5,89
615,MR31,M01C008878,OP,,,,,2,5,89
616,MR29,M01C036841,OP,,,,,2,5,95
617,MR23,MCA30002Q7,OP,,,,,2,6,95
618,MR24,MCA30003Q7,OP,,,,,2,6,95
619,MR25,MCA300015Q5,OP,,,,,2,6,89
620,MR32,M01F001185,OP,,,,,2,6,95
621,MR26,M01F002293,OP,,,,,2,6,89
622,PID01,592-907573,OP,,,,,3,7,95
623,PID02,592-907615,OP,,,,,3,7,89
624,PID03,592-907644,OP,,,,,3,7,95
625,PID05,592-907588,OP,,,,,3,7,96
626,PID06,592-907622,OP,,,,,3,7,89
627,PID07,592-907586,OP,,,,,3,7,95
628,PID08,592-907613,OP,,,,,3,7,95
629,PID10,594-903188,OP,,,,,4,8,95
630,PID11,594-900086,OP,,,2.22A,,4,8,95
631,PID12,592-918998,OP,,,,,3,7,95
632,PID13,592-919000,OP,,,,,3,7,96
633,PID14,592-918999,OP,,,2.26,,3,7,95
634,PID15,594-920954,OP,,,2.22A,,4,8,95
635,RM001,955-008157,OP,,,,,5,9,68
636,RM002,955-008158,OP,,,,,5,9,68
637,RM003,955-008156,OP,,,,,5,9,68
638,RM004,955-008153,OP,,,,,5,9,55
639,RM005,955-008150,OP,,,,,5,9,55
640,RM006,955-008149,OP,,,,,5,9,55
641,RM007,955-006846,OP,,,,,5,9,62
642,RM008,955-008152,OP,,,,,5,9,62
643,RM009,955-008151,OP,,,,,5,9,62
644,RM010,955-006844,OP,,,,,5,9,34
645,RM011,955-008160,OP,,,,,5,9,34
646,RM012,955-006845,OP,,,,,5,9,34
647,RM013,251-904636,OP,,,,,6,10,95
648,RM014,251-903798,OP,,,,,6,10,95
649,RM015,251-903612,OP,,,,,6,10,95
650,RM016,251-903607,OP,,,,,6,10,95
651,AM31,W01B00001749,OP,,,1.12,,7,11,95
652,AM32,W01B00001747,OP,,,1.12,,7,11,95
653,AM33,WO1B00001748,OP,,,1.12,,7,11,95
654,AM34,W01B00001746,OP,,,1.12,,7,11,95
655,AM35,W01B00002609,OP,,,1.12,,7,11,95
656,AM36,W01B00002607,OP,,,1.12,,7,11,95
657,AM39,W01B00002602,OP,,,1.12,,7,11,95
658,AM40,W01B00002480,OP,,,1.12,,7,11,95
659,AM41,W01B00002491,OP,,,1.12,HF SENSOR TRIAL SETUP,7,11,95
660,AM42,W01B00002499,OP,,,1.12,,7,11,95
661,AM43,W01B00002492,OP,,,1.12,,7,11,95
662,AM44,W01B00002481,OP,,,1.12,,7,11,95
663,AM45,W01B00002453,OP,,,1.12,,7,11,95
664,AM46,W01B00002479,OP,,,1.12,,7,11,95
665,AM47,W01B00002454,OP,,,1.12,,7,11,95
666,AM48,W01B00002490,OP,,,1.12,,7,11,95
667,AM49,W01B00002498,OP,,,1.12,,7,11,95
668,AM50,W01B00002478,OP,,,1.12,,7,11,95
669,AM51,W01B00002455,OP,,,1.12,,7,11,95
670,AM52,W01B00002493,OP,,,1.12,,7,11,95
671,AM53,W01B00002601,OP,,,1.12,,7,11,95
672,MA54,W01B00002,OP,,,,,7,11,34
673,AM55,W01B00002608,OP,,,1.12,,7,11,95
674,AM63,W01B00002452,OP,,,1.12,,7,11,95
675,AM64,W01B00002500,OP,,,1.12,,7,11,95
676,AM65,W01B00002???,OP,,,,,7,11,68
677,RD042,01A03A77,OP,,,,,8,12,34
678,RD043,01A03A83,OP,,,,,8,12,34
679,RD044,01A03A56,OP,,,,,8,12,34
680,RD045,01A03A53,OP,,,,,8,12,94
681,RD046,01A03A9B,OP,,,,,8,12,94
682,RD049,01A03A9E,OP,,,,,8,12,95
683,RD050,01A03A61,OP,,,,,8,12,34
684,RD051,01A03AA9,OP,,,,,8,12,34
685,RD052,01A03A73,OP,,,,,8,12,94
686,RD056,01A03A7E,OP,,,,,8,12,34
687,RD058,01A03A99,OP,,,,,8,12,94
688,RD060,01A03A92,OP,,,,,8,12,94
689,RD063,01A03A93,OP,,,,,8,12,94
690,RD064,01A03A67,OP,,,,,8,12,34
691,RD065,01A03A5F,OP,,,,,8,12,95
692,RD066,01A03A50,OP,,,,,8,12,95
693,RD067,01A03A85,OP,,,,,8,12,95
694,RD068,01A03A98,OP,,,,,8,12,34
695,RD069,01A03A6E,OP,,,,,8,12,94
696,RD071,01A1DBDB,OP,,,,,8,12,34
697,RD062,01A03A90,OP,,,,,8,12,95
698,RD040,01A03A82,OP,,,,,8,12,95
699,RD048,01A03AA7,OP,,,,,8,12,95
700,RD057,01A03AA1,OP,,,,,8,12,95
701,RD041,01A03A5A,OP,,,,,8,12,95
702,RD059,01A03A66,OP,,,,,8,12,95
703,RD054,01A03A57,OP,,,,,8,12,95
704,RSM01,551428,OP,,,,,9,14,34
705,RSM02,35901,OP,,,,,9,14,95
706,RDRM01,119514,OP,,,,,10,13,34
707,RDRM02,39617,OP,,,,,10,13,95
708,LT01,86296,OP,,,,,11,15,68
709,LT02,89965,OP,,,,,11,15,68
710,LT03,76818,OP,,,,,11,15,62
711,LT04,75242,OP,,,,,11,15,62
712,LT05,XXX-00032,OP,,,,,11,15,55
713,LT06,XXX-00033,OP,,,,,11,15,55
714,LT07,86300,OP,,,,,11,15,34
715,LT08,86291,OP,,,,,11,15,34
716,LT09,XXX-00034,OP,,,,,11,15,34
717,LT10,XXX-00035,OP,,,,,11,15,34
718,LT11,86290,OP,,,,,11,15,89
719,LT12,86294,OP,,,,,11,15,94
720,LT13,XXX-00036,OP,,,,,11,15,80
721,LT14,XXX-00037,OP,,,,,11,15,80
722,RAD001,XXX-00038,OP,,,,,12,16,108
723,RAD002,XXX-00039,OP,,,,,12,16,108
724,RAD003,XXX-00040,OP,,,,,12,16,108
725,RAD004,151491274,OP,,,,,12,16,108
726,RAD005,805210004,OP,,,,,12,16,95
727,RAD006,873200002,OP,,,,,12,16,95
728,RAD007,805210002,OP,,,,,12,16,108
729,RAD008,805210003,OP,,,,,12,16,95
730,RAD009,XXX-00041,OP,,,,,12,16,110
731,RAD010,XXX-00042,OP,,,,,12,16,108
732,RAD011,151491271,OP,,,,,12,16,95
733,RAD012,XXX-00043,OP,,,,,12,16,108
734,RAD013,XXX-00044,OP,,,,,12,16,110
735,RAD014,XXX-00045,OP,,,,,12,16,110
736,RAD015,XXX-00046,OP,,,,,12,16,110
737,RAD016,XXX-00047,OP,,,,,12,16,110
738,RAD017,XXX-00048,OP,,,,,12,16,110
739,RAD018,XXX-00049,OP,,,,,12,16,110
740,RAD019,XXX-00050,OP,,,,,12,16,110
741,RAD020,XXX-00051,OP,,,,,12,16,110
742,RAD021,XXX-00052,OP,,,,,12,16,110
743,RAD022,XXX-00053,OP,,,,,12,16,110
744,RAD023,XXX-00054,OP,,,,,12,16,55
745,RAD024,XXX-00055,OP,,,,,12,16,55
746,RAD025,XXX-00056,OP,,,,,12,16,55
747,RAD026,XXX-00057,OP,,,,,12,16,55
748,RAD027,XXX-00058,OP,,,,,12,16,62
749,RAD028,XXX-00059,OP,,,,,12,16,62
750,RAD029,XXX-00060,OP,,,,,12,16,62
751,RAD030,XXX-00061,OP,,,,,12,16,62
752,CS001,T021006115,OP,,,,,13,17,18
753,CS002,T021006131,OP,,,,,13,17,28
754,CS003,T021006116,OP,,,,,13,17,19
755,CS004,T021006119,OP,,,,,13,17,24
756,CS005,T021006118,OP,,,,,13,17,25
757,CS006,T021006117,OP,,,,,13,17,26
758,CS007,T021006160,OP,,,,,13,17,21
759,CS008,T021006166,OP,,,,,13,17,20
760,CS009,T021006444,OP,,,,,13,17,75
761,CS010,T021009196,OP,,,,,13,17,76
762,CS011,T021009184,OP,,,,,13,17,77
763,CS012,T021006120,OP,,,,,13,17,6
764,CS013,T021006111,OP,,,,,13,17,5
765,CS014,T021006130,OP,,,,,13,17,8
766,CS015,T021006114,OP,,,,,13,17,10
767,CS016,T021006144,OP,,,,,13,17,7
768,CS017,T021006432,OP,,,,,13,17,11
769,CS018,T021008793,OP,,,,,13,17,13
770,CS019,T021006431,OP,,,,,13,17,14
771,CS020,T021008764,OP,,,,,13,17,73
772,CS021,T021009197,OP,,,,,13,17,74
773,CS022,T021006430,OP,,,,,13,17,15
774,CS023,T021008791,OP,,,,,13,17,43
775,CS024,T021008796,OP,,,,,13,17,41
776,CS025,T021008794,OP,,,,,13,17,38
777,CS026,T021006139,OP,,,,,13,17,36
778,CS027,T021009211,OP,,,,,13,17,52
779,CS028,T021006441,OP,,,,,13,17,53
780,CS029,T021006154,OP,,,,,13,17,54
781,CS030,T021006440,OP,,,,,13,17,39
782,CS031,T021006121,OP,,,,,13,17,40
783,CS032,T021006153,OP,,,,,13,17,46
784,CS033,T021006137,OP,,,,,13,17,37
785,CS034,T021006152,OP,,,,,13,17,47
786,CS035,T021006146,OP,,,,,13,17,44
787,CS036,T021009103,OP,,,,,13,17,49
788,CS037,T021009100,OP,,,,,13,17,48
789,CS038,T021009097,OP,,,,,13,17,51
790,CS039,T021009096,OP,,,,,13,17,50
791,CS040,T021008799,OP,,,,,13,17,29
792,CS041,T021006148,OP,,,,,13,17,27
793,CS042,T021008780,OP,,,,,13,17,23
794,CS043,T021006135,OP,,,,,13,17,32
795,CS044,T021006145,OP,,,,,13,17,31
796,CS045,T021006129,OP,,,,,13,17,30
797,CS046,T021006165,OP,,,,,13,17,22
798,CS047,T021009098,OP,,,,,13,17,78
799,CS048,T021009187,OP,,,,,13,17,81
800,CS049,T021009192,OP,,,,,13,17,82
801,CS050,T021000782,OP,,,,,13,17,9
802,CS051,T0210016Q5,OP,,,,,13,17,9
803,CS052,T021006133,OP,,,,,13,17,12
804,CS053,T021005596,OP,,,,,13,17,4
805,CS054,T0210019Q1,OP,,,,,13,17,3
806,CS055,T021006451,OP,,,,,13,17,17
807,CS056,T0210009Q3,OP,,,,,13,17,2
808,CS057,T021006162,OP,,,,,13,17,45
809,CS058,T0210007Q3,OP,,,,,13,17,1
810,CS059,T0210007Q5,OP,,,,,13,17,34
811,CS060,T021009085,OP,,,,,13,17,35
812,CS061,T021006198,OP,,,,,13,17,33
813,CS062,T021008762,OP,,,,,13,17,70
814,CS063,T021006164,OP,,,,,13,17,71
815,CS064,T021008800,OP,,,,,13,17,72
816,CS065,T021009104,OP,,,,,13,17,69
817,CS066,T021009107,OP,,,,,13,17,68
818,CS067,T021009102,OP,,,,,13,17,67
819,CS068,T021009183,OP,,,,,13,17,60
820,CS069,T021009186,OP,,,,,13,17,58
821,CS070,T021009189,OP,,,,,13,17,57
822,CS071,T021009194,OP,,,,,13,17,56
823,CS072,T021009177,OP,,,,,13,17,55
824,CS073,T021009125,OP,,,,,13,17,64
825,CS074,T021009190,OP,,,,,13,17,63
826,CS075,T021009111,OP,,,,,13,17,61
827,CS076,T021009099,OP,,,,,13,17,66
828,CS077,T021009188,OP,,,,,13,17,65
829,CS078,T021009122,OP,,,,,13,17,62
830,CS079,T021009185,OP,,,,,13,17,79
831,CS080,T021009195,OP,,,,,13,17,83
832,CS081,T021009181,OP,,,,,13,17,84
833,CS082,T021009182,OP,,,,,13,17,85
834,CS083,T021009179,OP,,,,,13,17,86
835,CS084,T021009199,OP,,,,,13,17,87
836,CS085,T021009191,OP,,,,,13,17,97
837,CC001,T028001323,OP,,,,,14,18,18
838,CC002,T028001178,OP,,,,,14,18,28
839,CC003,T028001180,OP,,,,,14,18,19
840,CC004,T028001344,OP,,,,,14,18,24
841,CC005,T028001702,OP,,,,,14,18,25
842,CC006,T028001351,OP,,,,,14,18,26
843,CC007,T028001216,OP,,,,,14,18,21
844,CC008,T028001675,OP,,,,,14,18,20
845,CC009,T028002449,OP,,,,,14,18,75
846,CC010,T028001181,OP,,,,,14,18,76
847,CC011,T028002454,OP,,,,,14,18,77
848,CC012,T028001233,OP,,,,,14,18,6
849,CC013,T028001698,OP,,,,,14,18,5
850,CC014,T028001335,OP,,,,,14,18,8
851,CC015,T028001405,OP,,,,,14,18,10
852,CC016,T028001255,OP,,,,,14,18,7
853,CC017,T028001687,OP,,,,,14,18,11
854,CC018,T028001299,OP,,,,,14,18,13
855,CC019,T028001316,OP,,,,,14,18,14
856,CC020,T028001196,OP,,,,,14,18,73
857,CC021,T028001212,OP,,,,,14,18,74
858,CC022,T028001357,OP,,,,,14,18,15
859,CC023,T028001194,OP,,,,,14,18,43
860,CC024,T028001240,OP,,,,,14,18,41
861,CC025,T028001250,OP,,,,,14,18,38
862,CC026,T028001319,OP,,,,,14,18,42
863,CC027,T028002441,OP,,,,,14,18,36
864,CC028,T028002668,OP,,,,,14,18,52
865,CC029,T028002658,OP,,,,,14,18,53
866,CC030,XXX-00062,OP,,,,,14,18,54
867,CC031,T028001388,OP,,,,,14,18,39
868,CC032,T028001252,OP,,,,,14,18,40
869,CC033,T028001184,OP,,,,,14,18,46
870,CC034,T028001257,OP,,,,,14,18,37
871,CC035,T028001407,OP,,,,,14,18,47
872,CC036,T028001211,OP,,,,,14,18,44
873,CC037,T028002666,OP,,,,,14,18,49
874,CC038,T028002644,OP,,,,,14,18,48
875,CC039,T028002656,OP,,,,,14,18,51
876,CC040,T028002685,OP,,,,,14,18,50
877,CC041,T028001703,OP,,,,,14,18,29
878,CC042,T028001358,OP,,,,,14,18,27
879,CC043,T028001340,OP,,,,,14,18,23
880,CC044,T028001231,OP,,,,,14,18,32
881,CC045,T028001683,OP,,,,,14,18,31
882,CC046,T028001202,OP,,,,,14,18,30
883,CC047,T028001343,OP,,,,,14,18,22
884,CC048,T028002683,OP,,,,,14,18,78
885,CC049,T028001087,OP,,,,,14,18,81
886,CC050,T028002677,OP,,,,,14,18,82
887,CC051,T028001321,OP,,,,,14,18,9
888,CC052,T028001387,OP,,,,,14,18,9
889,CC053,T028001258,OP,,,,,14,18,12
890,CC054,T028001313,OP,,,,,14,18,4
891,CC055,T028001254,OP,,,,,14,18,3
892,CC056,T028001083,OP,,,,,14,18,17
893,CC057,T028001410,OP,,,,,14,18,2
894,CC058,T028001325,OP,,,,,14,18,45
895,CC059,T028002457,OP,,,,,14,18,1
896,CC060,T028001338,OP,,,,,14,18,34
897,CC061,T028002446,OP,,,,,14,18,35
898,CC062,T028001348,OP,,,,,14,18,33
899,CC063,T028001296,OP,,,,,14,18,70
900,CC064,T028001311,OP,,,,,14,18,71
901,CC065,T028001336,OP,,,,,14,18,72
902,CC066,T028002678,OP,,,,,14,18,69
903,CC067,T028002659,OP,,,,,14,18,68
904,CC068,T028002635,OP,,,,,14,18,67
905,CC069,T028002655,OP,,,,,14,18,60
906,CC070,T028002631,OP,,,,,14,18,58
907,CC071,T028001332,OP,,,,,14,18,57
908,CC072,T028002676,OP,,,,,14,18,56
909,CC073,T028002687,OP,,,,,14,18,55
910,CC074,T028002647,OP,,,,,14,18,64
911,CC075,T028002626,OP,,,,,14,18,63
912,CC076,T028002648,OP,,,,,14,18,61
913,CC077,T028002653,OP,,,,,14,18,66
914,CC078,T028001236,OP,,,,,14,18,65
915,CC079,T028002670,OP,,,,,14,18,62
916,CC080,T028002452,OP,,,,,14,18,79
917,CC081,T028002665,OP,,,,,14,18,83
918,CC082,T028002664,OP,,,,,14,18,84
919,CC083,T028002623,OP,,,,,14,18,85
920,CC084,T028001403,OP,,,,,14,18,86
921,CC085,T028001399,OP,,,,,14,18,87
922,CC086,T028002642,OP,,,,,14,18,97
923,CC087,XXX-00063,OP,,,,,14,18,18
924,CC088,T028001189,OP,,,,,14,18,28
925,CC089,T028001334,OP,,,,,14,18,19
926,CC090,T028001317,OP,,,,,14,18,24
927,CC091,T028001696,OP,,,,,14,18,25
928,CC092,T028001302,OP,,,,,14,18,26
929,CC093,T028001300,OP,,,,,14,18,21
930,CC094,T028001692,OP,,,,,14,18,20
931,CC095,T028002662,OP,,,,,14,18,75
932,CC096,T028001187,OP,,,,,14,18,76
933,CC097,T028002444,OP,,,,,14,18,77
934,CC098,T028001220,OP,,,,,14,18,6
935,CC099,T028001381,OP,,,,,14,18,5
936,CC0100,T028001674,OP,,,,,14,18,8
937,CC0101,T028001690,OP,,,,,14,18,10
938,CC0102,T028001314,OP,,,,,14,18,7
939,CC0103,T028001398,OP,,,,,14,18,11
940,CC0104,T028001394,OP,,,,,14,18,13
941,CC0105,T028001246,OP,,,,,14,18,14
942,CC0106,T028001227,OP,,,,,14,18,73
943,CC0107,T028002442,OP,,,,,14,18,74
944,CC0108,T028001324,OP,,,,,14,18,15
945,CC0109,T028001408,OP,,,,,14,18,43
946,CC0110,T028001304,OP,,,,,14,18,41
947,CC0111,T028001330,OP,,,,,14,18,38
948,CC0112,T028002443,OP,,,,,14,18,42
949,CC0113,T028001318,OP,,,,,14,18,36
950,CC0114,T028002652,OP,,,,,14,18,52
951,CC0115,T028002643,OP,,,,,14,18,53
952,CC0116,T028002458,OP,,,,,14,18,54
953,CC0117,T028001341,OP,,,,,14,18,39
954,CC0118,T028001186,OP,,,,,14,18,40
955,CC0119,T028001392,OP,,,,,14,18,46
956,CC0120,T028001359,OP,,,,,14,18,37
957,CC0121,T028001243,OP,,,,,14,18,47
958,CC0122,T028001177,OP,,,,,14,18,44
959,CC0123,T028002649,OP,,,,,14,18,49
960,CC0124,T028002629,OP,,,,,14,18,48
961,CC0125,T028002657,OP,,,,,14,18,51
962,CC0126,T028002628,OP,,,,,14,18,50
963,CC0127,T028001389,OP,,,,,14,18,29
964,CC0128,T028001249,OP,,,,,14,18,27
965,CC0129,T028001307,OP,,,,,14,18,23
966,CC0130,T028001230,OP,,,,,14,18,32
967,CC0131,T028001386,OP,,,,,14,18,31
968,CC0132,T028001208,OP,,,,,14,18,30
969,CC0133,T028001190,OP,,,,,14,18,22
970,CC0134,T028002646,OP,,,,,14,18,78
971,CC0135,T028001086,OP,,,,,14,18,81
972,CC0136,T028001182,OP,,,,,14,18,82
973,CC0137,T028001244,OP,,,,,14,18,9
974,CC0138,T028001237,OP,,,,,14,18,9
975,CC0139,T028001224,OP,,,,,14,18,12
976,CC0140,T028001328,OP,,,,,14,18,4
977,CC0141,T028001396,OP,,,,,14,18,3
978,CC0142,T028001085,OP,,,,,14,18,17
979,CC0143,T028001416,OP,,,,,14,18,2
980,CC0144,T028001176,OP,,,,,14,18,45
981,CC0145,T028002456,OP,,,,,14,18,1
982,CC0146,T028001417,OP,,,,,14,18,34
983,CC0147,T028002445,OP,,,,,14,18,35
984,CC0148,T028001253,OP,,,,,14,18,33
985,CC0149,T028001185,OP,,,,,14,18,70
986,CC0150,T028001312,OP,,,,,14,18,71
987,CC0151,T028001303,OP,,,,,14,18,72
988,CC0152,T028002675,OP,,,,,14,18,69
989,CC0153,T028002645,OP,,,,,14,18,68
990,CC0154,T028002660,OP,,,,,14,18,67
991,CC0155,T028002681,OP,,,,,14,18,60
992,CC0156,T028002602,OP,,,,,14,18,58
993,CC0157,T028001400,OP,,,,,14,18,57
994,CC0158,T028002688,OP,,,,,14,18,56
995,CC0159,T028002691,OP,,,,,14,18,55
996,CC0160,T028002672,OP,,,,,14,18,64
997,CC0161,T028002682,OP,,,,,14,18,63
998,CC0162,T028002671,OP,,,,,14,18,61
999,CC0163,T028002640,OP,,,,,14,18,66
1000,CC0164,XXX-00064,OP,,,,,14,18,65
1001,CC0165,T028002669,OP,,,,,14,18,62
1002,CC0166,T028002462,OP,,,,,14,18,79
1003,CC0167,T028002636,OP,,,,,14,18,83
1004,CC0168,T028002625,OP,,,,,14,18,84
1005,CC0169,T028002661,OP,,,,,14,18,85
1006,CC0170,T028002594,OP,,,,,14,18,86
1007,CC0171,T028001262,OP,,,,,14,18,87
1008,CC0172,T028001346,OP,,,,,14,18,97
1009,CC0173,T028001315,OP,,,,,14,18,19
1010,CC0174,T028001397,OP,,,,,14,18,24
1011,CC0175,T028001261,OP,,,,,14,18,25
1012,CC0176,T028001694,OP,,,,,14,18,20
1013,CC0177,T028001682,OP,,,,,14,18,8
1014,CC0178,T028001705,OP,,,,,14,18,7
1015,CC0179,T028001322,OP,,,,,14,18,13
1016,CC0180,T028001226,OP,,,,,14,18,38
1017,CC0181,T028002447,OP,,,,,14,18,54
1018,CC0182,T028001203,OP,,,,,14,18,40
1019,CC0183,T028001345,OP,,,,,14,18,46
1020,CC0184,T028002654,OP,,,,,14,18,51
1021,CC0185,T028001234,OP,,,,,14,18,29
1022,CC0186,T028001347,OP,,,,,14,18,23
1023,CC0187,T028001206,OP,,,,,14,18,32
1024,CC0188,T028001245,OP,,,,,14,18,9
1025,CC0189,T028001200,OP,,,,,14,18,3
1026,CC0190,T028001215,OP,,,,,14,18,2
1027,CC0191,T028001327,OP,,,,,14,18,1
1028,CC0192,T028001414,OP,,,,,14,18,34
1029,CC0193,T028001337,OP,,,,,14,18,33
1030,CC0194,T028001235,OP,,,,,14,18,70
1031,CC0195,T028001395,OP,,,,,14,18,71
1032,CC0196,T028002599,OP,,,,,14,18,69
1033,CC0197,T028002686,OP,,,,,14,18,68
1034,CC0198,T028001339,OP,,,,,14,18,57
1035,CC0199,T028002641,OP,,,,,14,18,56
1036,CC0200,T028002651,OP,,,,,14,18,55
1037,CC0201,T028002639,OP,,,,,14,18,63
1038,CC0202,T028002673,OP,,,,,14,18,61
1039,CC0203,T028002627,OP,,,,,14,18,66
1040,CC0204,T028002438,OP,,,,,14,18,65
1041,CC0205,T028002674,OP,,,,,14,18,62
1042,CC0206,T028002460,OP,,,,,14,18,79
1043,CC0207,T028002689,OP,,,,,14,18,83
1044,CC0208,T028001241,OP,,,,,14,18,19
1045,CC0209,T028001320,OP,,,,,14,18,24
1046,CC0210,T028001385,OP,,,,,14,18,25
1047,CC0211,T028001213,OP,,,,,14,18,20
1048,CC0212,T028001678,OP,,,,,14,18,8
1049,CC0213,T028001354,OP,,,,,14,18,7
1050,CC0214,T028001242,OP,,,,,14,18,13
1051,CC0215,T028001326,OP,,,,,14,18,38
1052,CC0216,T028001251,OP,,,,,14,18,54
1053,CC0217,T028001222,OP,,,,,14,18,40
1054,CC0218,T028001297,OP,,,,,14,18,46
1055,CC0219,T028002600,OP,,,,,14,18,51
1056,CC0220,T028001342,OP,,,,,14,18,29
1057,CC0221,T028001329,OP,,,,,14,18,23
1058,CC0222,T028001308,OP,,,,,14,18,32
1059,CC0223,T028001195,OP,,,,,14,18,9
1060,CC0224,T028001406,OP,,,,,14,18,3
1061,CC0225,T028001197,OP,,,,,14,18,2
1062,CC0226,T028001383,OP,,,,,14,18,1
1063,CC0227,T028001298,OP,,,,,14,18,34
1064,CC0228,T028002451,OP,,,,,14,18,33
1065,CC0229,T028001248,OP,,,,,14,18,70
1066,CC0230,T028001205,OP,,,,,14,18,71
1067,CC0231,T028002603,OP,,,,,14,18,69
1068,CC0232,T028002604,OP,,,,,14,18,68
1069,CC0233,T028001305,OP,,,,,14,18,57
1070,CC0234,T028002690,OP,,,,,14,18,56
1071,CC0235,T028002630,OP,,,,,14,18,55
1072,CC0236,T028002638,OP,,,,,14,18,63
1073,CC0237,T028002622,OP,,,,,14,18,61
1074,CC0238,T028002667,OP,,,,,14,18,66
1075,CC0239,XXX-00065,OP,,,,,14,18,65
1076,CC0240,T028002633,OP,,,,,14,18,62
1077,CC0241,T028001352,OP,,,,,14,18,79
1078,CC0242,T028002634,OP,,,,,14,18,83
1079,LT001,76815,OP,,,3.7.0,,11,,89
1080,PGM588,M03140575721,OP,,,,,1,1,95
1081,pgm598,M03140571321,OP,,,,,1,1,95
1082,ALRP145,240200-E24,OP,,,6,,21,19,95
1083,ALRP132,187141D21,OP,,,,,21,19,95
