id,maintenance_type,status,date_due,date_performed,performed_by,notes,detector_id
502,SV,CL,2026-04-14,2026-04-15,,"Serviced Unit, Reset Config, Cleaned Lamp, PID sensor and Pump. Replaced filters, Manually Spanned, all ok",661
503,SV,CL,2026-03-23,2026-04-15,,"Serviced Unit, Reset Config, Cleaned Lamp, PID sensor and Pump. Replaced filters, Manually Spanned, all ok",662
504,SV,SC,2026-01-31,,,,663
505,SV,CL,2026-01-31,2026-04-01,,"Serviced Unit, Checked config, Cleaned Pump, Lamp and PID sensor
sensors and filter, Calibrated, All ok",664
506,SV,SC,2026-01-31,,,,665
507,SV,SC,2026-07-14,,,,666
508,SV,SC,2026-03-18,,,,667
509,SV,CL,2025-12-18,2026-05-18,,"Repaired Unit, cleaned out pump and replaced hoses. Cleaned lamp and PID sensor. Manually spanned, all tests passed",668
510,SV,SC,2026-03-18,,,,669
511,SV,CL,2026-04-14,2026-05-27,,"Serviced Unit, Replaced Filter and Orings, Cleaned lamp and pid sensor, all tests OK",670
512,SV,SC,2026-01-22,,,,671
513,SV,SC,2026-05-20,,,,672
514,MS,CL,2026-05-03,2026-05-18,,"serviced Unit, cleaned out pump and replaced filters. Cleaned lamp and PID sensor. Manually spanned, all tests passed",673
515,SV,CL,2025-11-15,2026-04-15,,"Serviced Unit, Reset Config, Cleaned Lamp, PID sensor and Pump. Replaced filters, Manually Spanned, all ok",674
516,SV,CL,2026-03-16,2026-04-20,,"Cleaned LAmp, Pid, Pump, Checked config, replaced filters, manually spanned. all ok",675
517,SV,SC,2026-01-24,,,,676
518,SV,SC,2026-02-13,,,,677
519,SV,SC,2026-02-13,,,,678
520,SV,SC,2026-02-13,,,,679
521,SV,SC,2026-09-24,,,,680
522,SV,SC,2026-09-24,,,,681
523,SV,SC,2026-09-24,,,,682
524,SV,SC,2026-02-13,,,,683
525,SV,SC,2026-02-13,,,,684
526,SV,SC,2026-09-24,,,,685
527,SV,SC,2026-02-13,,,,686
528,SV,SC,2026-09-24,,,,687
529,SV,SC,2026-09-24,,,,688
530,SV,SC,2026-09-24,,,,689
531,SV,SC,2026-02-13,,,,690
532,SV,SC,2026-09-24,,,,691
533,SV,SC,2026-09-24,,,,692
534,SV,SC,2025-09-20,,,,693
535,SV,SC,2026-02-13,,,,694
536,SV,SC,2026-09-24,,,,695
537,SV,SC,2026-02-13,,,,696
538,SV,SC,2026-10-11,,,,697
539,SV,SC,2026-10-11,,,,698
540,SV,SC,2026-10-11,,,,699
541,SV,SC,2026-10-11,,,,700
542,SV,SC,2026-10-11,,,,701
543,SV,SC,2026-11-10,,,,702
544,SV,SC,2026-10-11,,,,703
545,SV,SC,2026-09-25,,,,704
546,SV,SC,2026-11-11,,,,705
547,SV,SC,2026-09-25,,,,706
548,SV,SC,2026-11-11,,,,707
549,SV,SC,2026-01-24,,,,722
550,SV,SC,2026-01-24,,,,723
551,SV,SC,2026-01-24,,,,724
552,SV,SC,2026-01-24,,,,725
553,SV,SC,2026-10-11,,,,726
554,SV,SC,2026-10-11,,,,727
555,SV,SC,2026-02-13,,,,728
556,SV,SC,2026-10-11,,,,729
557,SV,SC,2024-12-14,,,,730
558,SV,SC,2026-02-13,,,,731
559,SV,SC,2026-10-11,,,,732
560,SV,SC,2026-10-11,,,,733
561,SV,SC,2024-12-14,,,,734
562,SV,SC,2024-12-14,,,,735
563,SV,SC,2024-12-14,,,,736
564,SV,SC,2026-03-20,,,,744
565,SV,SC,2026-03-21,,,,745
566,SV,SC,2026-03-22,,,,746
567,SV,SC,2026-03-23,,,,747
568,BT,SC,2026-02-13,,,,677
569,BT,SC,2026-02-13,,,,678
570,BT,SC,2026-02-13,,,,679
571,BT,SC,2026-09-24,,,,680
572,BT,SC,2026-09-24,,,,681
573,BT,SC,2026-09-24,,,,682
574,BT,SC,2026-02-13,,,,683
575,BT,SC,2026-02-13,,,,684
576,BT,SC,2026-09-24,,,,685
577,BT,SC,2026-02-13,,,,686
578,BT,SC,2026-09-24,,,,687
579,BT,SC,2026-09-24,,,,688
580,BT,SC,2026-09-24,,,,689
581,BT,SC,2026-02-13,,,,690
582,BT,SC,2026-09-24,,,,691
583,BT,SC,2026-09-24,,,,692
584,BT,SC,2025-09-20,,,,693
585,BT,SC,2026-02-13,,,,694
586,BT,SC,2026-09-24,,,,695
587,BT,SC,2026-02-13,,,,696
588,BT,SC,2026-10-11,,,,697
589,BT,SC,2026-10-11,,,,698
590,BT,SC,2026-10-11,,,,699
591,BT,SC,2026-10-11,,,,700
592,BT,SC,2026-10-11,,,,701
593,BT,SC,2026-11-10,,,,702
594,BT,SC,2026-10-11,,,,703
595,SV,SC,2026-09-04,,,,6
596,SV,SC,2026-09-12,,,,45
597,SV,SC,2026-09-12,,,,134
598,SV,SC,2026-09-12,,,,188
599,SV,SC,2026-09-12,,,,222
600,SV,SC,2026-09-12,,,,294
601,SV,SC,2026-09-12,,,,481
602,SV,SC,2026-09-02,,,,117
603,SV,SC,2026-09-02,,,,316
604,SV,SC,2026-08-25,,,,67
605,SV,SC,2026-08-25,,,,314
606,SV,SC,2026-08-24,,,,226
607,SV,SC,2026-08-24,,,,236
608,SV,SC,2026-08-23,,,,25
609,SV,SC,2026-08-23,,,,384
610,SV,SC,2026-08-19,,,,14
611,SV,SC,2026-08-19,,,,36
612,SV,SC,2026-08-10,,,,108
613,SV,SC,2026-08-10,,,,435
614,SV,SC,2026-08-09,,,,114
615,SV,SC,2026-08-09,,,,168
616,SV,SC,2026-08-09,,,,181
617,SV,SC,2026-08-09,,,,277
618,SV,SC,2026-02-09,,,,319
619,SV,CL,2026-02-09,2026-02-09,,,329
620,SV,SC,2026-08-09,,,,329
621,SV,SC,2026-08-09,,,,352
622,SV,CL,2026-08-09,2026-05-12,,"Replaced faulty HCN sensor, Serviced and Calibrated",583
623,SV,SC,2026-08-09,,,,584
624,SV,SC,2026-08-03,,,,83
625,SV,CL,2026-08-03,2026-05-04,,"Serviced Unit, Checked Config, Calibrated, All Ok",417
626,SV,SC,2026-08-03,,,,419
627,SV,SC,2026-08-03,,,,420
628,SV,SC,2026-08-03,,,,421
629,SV,SC,2026-08-03,,,,425
630,SV,SC,2026-08-03,,,,429
631,SV,SC,2026-08-03,,,,437
632,SV,SC,2026-08-02,,,,238
633,SV,SC,2026-08-02,,,,326
634,SV,CL,2026-08-02,2026-04-08,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",377
635,SV,SC,2026-09-23,,,,609
636,MS,CL,2026-03-29,2026-03-23,,"Checked Sensor age all good, Calibrated unit. All good.",236
637,MS,CL,2026-03-23,2026-03-23,,Accidentally  sheduled,236
638,MS,CL,2026-03-24,2026-03-24,,"Inspected unit. Calibrated, all ok",460
639,SV,SC,2026-09-26,,,,211
640,BT,SC,2028-03-25,,,,211
641,SV,SC,2026-09-26,,,,205
642,BT,CL,2026-03-25,2026-03-26,,Replaced Battery,205
643,BT,SC,2028-03-26,,,,205
644,SV,SC,2026-09-26,,,,167
645,BT,CL,2026-03-25,2026-03-26,,Replaced Battery,167
646,BT,SC,2028-03-26,,,,167
647,BT,CL,2026-03-25,2026-03-26,,Replaced Battery,167
648,SV,SC,2026-09-26,,,,311
649,BT,CL,2026-03-25,2026-03-26,,Replaced Battery,311
650,BT,SC,2028-03-26,,,,311
651,SV,SC,2026-09-26,,,,38
652,BT,CL,2026-03-25,2026-03-26,,Replaced Battery,38
653,BT,SC,2028-03-26,,,,38
654,SV,SC,2026-09-26,,,,229
655,BT,CL,2026-03-25,2026-03-26,,replaced battery,229
656,BT,SC,2028-03-26,,,,229
657,SV,SC,2026-09-26,,,,366
658,BT,CL,2026-03-25,2026-03-26,,Replaced Battery,366
659,BT,SC,2028-03-26,,,,366
660,SV,SC,2026-09-26,,,,398
661,BT,CL,2026-03-25,2026-03-26,,Replaced battery,398
662,BT,SC,2028-03-26,,,,398
663,BT,CL,2026-03-25,2026-03-26,,replaced battery,50
664,BT,SC,2028-03-26,,,,50
665,SV,SC,2026-09-25,,,,439
666,BT,CL,2026-03-25,2026-03-26,,replaced battery,439
667,BT,SC,2028-03-26,,,,439
668,SV,SC,2026-09-26,,,,327
669,BT,CL,2026-03-25,2026-03-26,,replaced battery,327
670,BT,SC,2028-03-26,,,,327
671,SV,SC,2026-09-26,,,,15
672,BT,CL,2026-03-25,2026-03-26,,Replaced battery,15
673,BT,SC,2028-03-26,,,,15
674,BT,CL,2026-03-25,2026-03-26,,replaced battery,189
675,BT,SC,2028-03-26,,,,189
676,SV,SC,2026-09-26,,,,413
677,BT,SC,2027-09-25,,,,413
678,BT,CL,2026-03-25,2026-03-26,,Replaced Battery,9
679,BT,SC,2028-03-26,,,,9
680,SV,SC,2026-09-26,,,,9
681,SV,SC,2026-09-25,,,,474
682,BT,CL,2026-03-25,2026-03-26,,Replaced battery,474
683,BT,SC,2028-03-26,,,,474
684,SV,SC,2026-09-25,,,,220
685,SV,SC,2026-09-26,,,,302
686,SV,CL,2025-12-26,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",443
687,SV,SC,2026-09-26,,,,443
688,SV,SC,2026-09-26,,,,193
689,BT,CL,2026-03-25,2026-03-26,,REPLACED BATTERY,193
690,BT,SC,2028-03-26,,,,193
691,MS,CL,2026-03-25,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",181
692,SV,SC,2026-09-26,,,,148
693,BT,CL,2026-03-25,2026-03-26,,REPLACED BATTERY,148
694,BT,SC,2028-03-26,,,,148
695,SV,SC,2026-09-26,,,,154
696,SV,SC,2026-09-26,,,,660
697,SV,CL,2026-09-26,2026-05-20,,"Serviced Unit, Replaced Filter and Orings, Cleaned pump, all tests OK",610
698,SV,SC,2026-09-26,,,,654
699,SV,SC,2026-09-26,,,,446
700,BT,CL,2026-03-26,2026-03-26,,replaced battery,446
701,BT,SC,2028-09-26,,,,446
702,BT,CL,2026-03-26,2026-03-26,,replaced battery,220
703,BT,SC,2028-03-26,,,,220
704,BT,CL,2026-03-26,2026-02-02,,replaced battery,236
705,BT,SC,2028-02-02,,,,236
706,BT,CL,2026-03-26,2026-03-01,,Replaced battery,364
707,BT,SC,2028-03-01,,,,364
708,BT,CL,2026-03-26,2026-03-27,,Replaced Battery,302
709,BT,SC,2028-03-27,,,,302
710,SV,CL,2026-09-27,2026-05-20,,"Repaired Unit, cleaned out pump and replaced hoses. Cleaned lamp and PID sensor. Manually spanned, all tests passed",623
711,SV,SC,2026-09-30,,,,624
712,BT,CL,2026-03-29,2026-03-30,,Replaced Battery,42
713,BT,SC,2028-03-30,,,,42
714,SV,SC,2026-09-22,,,,611
715,SV,SC,2027-05-12,,,,612
716,SV,SC,2026-08-03,,,,620
717,SV,SC,2026-10-01,,,,129
718,SV,SC,2026-10-01,,,,664
719,SV,SC,2026-10-01,,,,296
720,SV,SC,2026-10-01,,,,307
721,SV,SC,2026-10-01,,,,23
722,SV,SC,2026-10-01,,,,224
723,SV,SC,2026-10-01,,,,281
724,SV,SC,2026-10-01,,,,79
725,SV,CL,2026-04-02,2026-04-02,,"Serviced unit, reset configuration, checked sensors, Calibrated, all ok.",564
726,SV,SC,2026-10-02,,,,564
727,SV,SC,2026-10-02,,,,475
728,SV,SC,2026-10-02,,,,84
729,SV,SC,2026-10-02,,,,82
730,SV,SC,2026-10-02,,,,394
731,SV,SC,2026-10-02,,,,458
732,SV,SC,2026-10-07,,,,622
733,SV,SC,2026-10-07,,,,567
734,SV,SC,2026-10-07,,,,553
735,SV,SC,2026-10-07,,,,343
736,SV,SC,2026-10-07,,,,554
737,SV,SC,2026-10-06,,,,556
738,SV,SC,2026-10-08,,,,33
739,BT,CL,2026-04-08,2026-04-08,,Replaced Battery,33
740,BT,SC,2028-04-08,,,,33
741,SV,SC,2026-10-08,,,,74
742,SV,SC,2026-10-08,,,,450
743,SV,SC,2026-10-08,,,,377
744,SV,SC,2026-10-08,,,,589
745,SV,SC,2026-10-08,,,,103
746,SV,SC,2026-10-07,,,,293
747,SV,SC,2026-10-08,,,,86
748,SV,SC,2026-10-07,,,,69
749,SV,SC,2026-10-07,,,,381
750,BT,CL,2026-04-08,2026-04-08,,REPLACED BATTERY,381
751,BT,SC,2028-04-08,,,,381
752,BT,CL,2026-04-08,2026-04-08,,REPLACED BATTERY,54
753,BT,SC,2028-04-08,,,,54
754,SV,SC,2026-10-12,,,,406
755,SV,SC,2026-10-12,,,,322
756,SV,SC,2026-10-12,,,,203
757,SV,SC,2026-10-12,,,,453
758,SV,SC,2026-10-12,,,,373
759,SV,SC,2026-10-12,,,,304
760,SV,SC,2026-10-12,,,,528
761,SV,SC,2026-10-12,,,,73
762,SV,SC,2026-10-12,,,,37
763,SV,CL,2026-10-14,2026-08-04,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",674
764,SV,CL,2026-10-14,2026-08-04,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",661
765,SV,CL,2026-10-14,2026-08-04,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",657
766,SV,CL,2026-10-14,2026-08-04,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",662
767,MS,CL,2026-10-01,2026-05-02,,POST REFINERY SERVICE AND CLEAN,659
768,SV,SC,2026-10-12,,,,423
769,SV,SC,2026-10-19,,,,675
770,SV,SC,2026-10-22,,,,54
771,SV,SC,2026-10-21,,,,179
772,SV,SC,2026-11-03,,,,417
773,SV,SC,2026-11-03,,,,414
774,SV,SC,2026-11-03,,,,565
775,MS,SC,2026-11-01,,,,659
776,MS,CL,2026-05-04,2026-05-05,,POST VIVA REFINERY SERVICE AND CLEAN,659
777,MS,SC,2026-11-04,,,,659
778,MS,CL,2026-05-04,2026-05-05,,POST VIVA REFINERY SERVICE AND CLEAN,664
779,MS,SC,2026-11-04,,,,664
780,SV,SC,2026-11-11,,,,583
781,SV,SC,2026-10-26,,,,608
782,SV,SC,2026-10-26,,,,621
783,SV,SC,2026-10-21,,,,616
784,SV,SC,2026-10-19,,,,631
785,SV,CL,2026-11-12,2026-05-18,,"Service unit, Cleaned pid, lamp and pump. Replaced filters, manually spanned. all test ok",626
786,BT,CL,2026-05-19,2026-05-19,,Replaced Battery,335
787,BT,SC,2028-05-31,,,,335
788,BT,CL,2026-05-19,2026-05-19,,Replaced Battery,405
789,BT,SC,2028-05-31,,,,405
790,BT,CL,2026-05-19,2026-05-19,,Replaced Battery,399
791,BT,SC,2028-05-19,,,,399
792,FC,CL,2025-12-31,2025-12-31,,REPLACED BATTERY,8
793,FC,SC,2027-12-19,,,,8
794,BT,CL,2026-05-19,2026-05-19,,REPLACED BATTERY,156
795,BT,SC,2028-05-19,,,,156
796,BT,CL,2026-05-19,2026-05-19,,REPLACED BATTERY,141
797,BT,SC,2028-05-19,,,,141
798,BT,CL,2025-12-19,2025-12-19,,REPLACED BATTERY,309
799,BT,SC,2027-12-31,,,,309
800,BT,CL,2026-02-02,2026-02-02,,REPLACED BATTERY,51
801,BT,SC,2028-02-19,,,,51
802,BT,CL,2026-05-19,2026-05-19,,REPLACED BATTERY,94
803,BT,SC,2028-05-19,,,,94
804,BT,CL,2025-10-31,2025-10-31,,REPLACED BATTERY,113
805,BT,SC,2027-12-19,,,,113
806,BT,CL,2025-12-19,2025-12-19,,REPLACED BATTERY,390
807,BT,SC,2028-12-19,,,,390
808,BT,CL,2026-05-19,2026-05-19,,REPLACED BATTERY,18
809,BT,SC,2028-05-19,,,,18
810,BT,CL,2025-08-19,2025-08-19,,REPLACED BATTERY,112
811,BT,SC,2027-08-19,,,,112
812,SV,SC,2026-11-26,,,,346
813,SV,SC,2026-11-28,,,,614
814,SV,SC,2026-11-27,,,,617
815,SV,CL,2026-06-01,2026-06-01,,"Serviced Unit, Checked config, Replaced Filters and oring, calibrated, all tests OK",1083
816,SV,SC,2026-11-30,,,,1083
817,SV,SC,2026-11-19,,,,656
818,SV,CL,2026-05-17,2026-05-20,,"Serviced unit, Checked Config, Cleaned lamp, PID, and pump, replaced Filters. Manually Spanned, All OK.",1084
819,SV,CL,2026-11-19,2026-05-20,,"Serviced Unit, Checked Config, Cleaned lamp, PID, and pump, Replaced Filters, manually Spanned. All tests ok.",1084
820,SV,SC,2026-11-19,,,,1084
821,SV,SC,2026-11-19,,,,618
822,SV,SC,2026-11-19,,,,623
823,SV,SC,2026-11-17,,,,668
824,MS,SC,2026-11-17,,,,673
825,SV,CL,2026-06-01,2026-05-28,,"Serviced Unit, Replaced Filter and Orings, Cleaned lamp and pid sensor, all tests OK",1085
826,SV,SC,2026-11-27,,,,1085
827,SV,SC,2026-11-26,,,,670
828,SV,SC,2026-11-19,,,,607
829,SV,SC,2026-11-19,,,,615
830,SV,SC,2026-11-19,,,,610
831,SV,CL,2026-05-18,2026-05-20,,"Serviced Unit, Checked Config, Cleaned Lamp, PID, and Pump. Replaced Filters, All tests OK",1086
832,SV,SC,2026-11-19,,,,1086
833,SV,SC,2026-11-17,,,,626
834,SV,SC,2026-12-03,,,,627
835,SV,SC,2026-12-03,,,,587
836,SV,CL,2026-06-04,2026-06-04,,"Service Unit, Checked config, cleaned lamp ,pid and pump. Replaced pump hoses and filters, manually spanned, all tests ok",1087
837,SV,SC,2026-12-03,,,,1087
838,SV,CL,2026-06-04,2026-06-04,,"Service Unit, Checked config, cleaned lamp ,pid and pump. Replaced pump hoses and filters, manually spanned, all tests ok",1088
839,SV,SC,2026-12-03,,,,1088
840,SV,CL,2026-06-15,2026-06-15,,"Serviced units, Replaced filters and oring, checked config, cleaned pid and lamp, All tests ok",1089
841,SV,SC,2026-12-14,,,,1089
842,SV,CL,2026-06-15,2026-06-15,,"Serviced units, Replaced filters and oring, checked config, cleaned pid and lamp, All tests ok",1090
843,SV,SC,2026-12-14,,,,1090
844,SV,CL,2026-06-15,2026-06-15,,"Serviced units, Replaced filters and oring, checked config, cleaned pid and lamp, All tests ok",1091
845,SV,SC,2026-12-14,,,,1091
846,SV,CL,2026-06-21,2026-06-16,,"Serviced Unit, Checked config, Manually Spanned, Checked T50/90. All Tests OK.",1092
847,SV,SC,2026-12-15,,,,1092
848,SV,CL,2026-06-21,2026-06-16,,"Service Unit, Checked config, Manually Spanned, Checked T50/90, All tests OK.",1093
849,SV,SC,2026-12-15,,,,1093
850,SV,CL,2026-06-21,2026-06-16,,"Service Unit, Checked config, Manually Spanned, Checked T50/90, All tests OK.",1094
851,SV,SC,2026-12-15,,,,1094
852,SV,SC,2026-12-31,,,,633
853,SV,SC,2026-12-29,,,,628
854,SV,SC,2026-12-25,,,,595
855,SV,SC,2027-02-19,,,,613
856,SV,SC,2027-02-09,,,,634
857,SV,SC,2027-02-16,,,,630
858,SV,CL,2026-08-24,2026-08-04,,"Serviced Unit, Checked config. Checked T50/90 response, Manually Cal'd. All tests ok",1095
859,SV,SC,2027-02-03,,,,1095
860,SV,CL,2026-08-24,2026-08-04,,"Serviced unit, Checked config, Checked T50/90 response, Manually Cal'd. All test ok",1096
861,SV,SC,2027-02-03,,,,1096
862,SV,CL,2026-08-24,2026-08-04,,"Serviced unit, Checked config, Checked T50/90 response, Manually Cal'd. All test ok",1097
863,SV,SC,2027-02-03,,,,1097
864,SV,CL,2026-08-24,2026-08-04,,"Serviced unit, Checked Config, Replaced filters and Oring. All tests ok.",1098
865,SV,SC,2027-02-03,,,,1098
866,SV,CL,2026-08-24,2026-08-04,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",1099
867,SV,SC,2027-02-03,,,,1099
868,SV,CL,2026-08-24,2026-08-04,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",1100
869,SV,SC,2027-02-03,,,,1100
870,SV,CL,2026-08-24,2026-08-04,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",1101
871,SV,SC,2027-02-03,,,,1101
872,SV,CL,2026-08-24,2026-08-10,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",1102
873,SV,SC,2027-02-09,,,,1102
874,SV,CL,2026-08-24,2026-08-10,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",1103
875,SV,SC,2027-02-09,,,,1103
876,SV,CL,2026-08-24,2026-08-12,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",1104
877,SV,SC,2027-02-11,,,,1104
878,SV,CL,2026-08-24,2026-08-20,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",1105
879,SV,SC,2027-02-19,,,,1105
880,SV,CL,2026-08-24,2026-07-15,,"Serviced Unit, Checked Config, Replaced filters, Replaced O2 sensor, All tests OK",1106
881,SV,SC,2027-01-14,,,,1106
882,SV,SC,2027-02-02,,,,655
883,SV,SC,2027-02-03,,,,657
884,SV,SC,2027-02-03,,,,674
885,SV,SC,2027-02-03,,,,662
886,SV,SC,2027-02-03,,,,661
