id,detector,sensor,sensorgas,is_current
1211,303,277,LE,True
1212,303,823,O2,True
1213,304,1371,CO,True
1214,304,1908,HC,True
1215,304,278,LE,True
1216,304,824,O2,True
1217,305,1372,CO,True
1218,305,1909,HC,True
1219,305,279,LE,True
1220,305,825,O2,True
1221,306,1373,CO,True
1222,306,1910,HC,True
1223,306,280,LE,True
1224,306,826,O2,True
1225,307,1374,CO,True
1226,307,1911,HC,True
1227,307,281,LE,True
1228,307,827,O2,True
1229,308,1375,CO,True
1230,308,1912,HC,True
1231,308,282,LE,True
1232,308,828,O2,True
1233,309,2469,CO,True
1234,309,2470,HC,True
1235,309,2468,LE,True
1236,309,829,O2,True
1237,310,,CO,True
1238,310,,HC,True
1239,310,,LE,True
1240,310,,O2,True
1241,311,1377,CO,True
1242,311,1914,HC,True
1243,311,284,LE,True
1244,311,830,O2,True
1245,312,,CO,True
1246,312,1915,HC,True
1247,312,285,LE,True
1248,312,831,O2,True
1249,313,1378,CO,True
1250,313,1916,HC,True
1251,313,286,LE,True
1252,313,832,O2,True
1253,314,,CO,True
1254,314,,HC,True
1255,314,,LE,True
1256,314,,O2,True
1257,315,1379,CO,True
1258,315,1917,HC,True
1259,315,287,LE,True
1260,315,833,O2,True
1261,316,1380,CO,True
1262,316,1918,HC,True
1263,316,288,LE,True
1264,316,834,O2,True
1265,317,1381,CO,True
1266,317,1919,HC,True
1267,317,289,LE,True
1268,317,835,O2,True
1269,318,1382,CO,True
1270,318,1920,HC,True
1271,318,290,LE,True
1272,318,836,O2,True
1273,319,1383,CO,True
1274,319,1921,HC,True
1275,319,291,LE,True
1276,319,837,O2,True
1277,320,1384,CO,True
1278,320,1922,HC,True
1279,320,292,LE,True
1280,320,838,O2,True
1281,321,1385,CO,True
1282,321,1923,HC,True
1283,321,293,LE,True
1284,321,839,O2,True
1285,322,1386,CO,True
1286,322,1924,HC,True
1287,322,294,LE,True
1288,322,840,O2,True
1289,323,1387,CO,True
1290,323,1925,HC,True
1291,323,295,LE,True
1292,323,841,O2,True
1293,324,1388,CO,True
1294,324,,HC,True
1295,324,296,LE,True
1296,324,842,O2,True
1297,325,1389,CO,True
1298,325,1926,HC,True
1299,325,297,LE,True
1300,325,843,O2,True
1301,326,1390,CO,True
1302,326,1927,HC,True
1303,326,298,LE,True
1304,326,844,O2,True
1305,327,1391,CO,True
1306,327,1928,HC,True
1307,327,299,LE,True
1308,327,845,O2,True
1309,328,1392,CO,True
1310,328,1929,HC,True
1311,328,300,LE,True
1312,328,846,O2,True
1313,329,1393,CO,True
1314,329,,HC,True
1315,329,301,LE,True
1316,329,847,O2,True
1317,330,,CO,True
1318,330,,HC,True
1319,330,,LE,True
1320,330,,O2,True
1321,331,1394,CO,True
1322,331,1930,HC,True
1323,331,302,LE,True
1324,331,848,O2,True
1325,332,1395,CO,True
1326,332,1931,HC,True
1327,332,303,LE,True
1328,332,849,O2,True
1329,333,1396,CO,True
1330,333,1932,HC,True
1331,333,304,LE,True
1332,333,850,O2,True
1333,334,1397,CO,True
1334,334,1933,HC,True
1335,334,305,LE,True
1336,334,851,O2,True
1337,335,1398,CO,True
1338,335,1934,HC,True
1339,335,306,LE,True
1340,335,852,O2,True
1341,336,1399,CO,True
1342,336,1935,HC,True
1343,336,307,LE,True
1344,336,853,O2,True
1345,337,1400,CO,True
1346,337,1936,HC,True
1347,337,308,LE,True
1348,337,854,O2,True
1349,338,1401,CO,True
1350,338,1937,HC,True
1351,338,309,LE,True
1352,338,855,O2,True
1353,339,1402,CO,True
1354,339,1938,HC,True
1355,339,310,LE,True
1356,339,856,O2,True
1357,340,1403,CO,True
1358,340,1939,HC,True
1359,340,311,LE,True
1360,340,857,O2,True
1361,341,,CO,True
1362,341,1940,HC,True
1363,341,,LE,True
1364,341,858,O2,True
1365,342,1404,CO,True
1366,342,1941,HC,True
1367,342,312,LE,True
1368,342,859,O2,True
1369,343,1405,CO,True
1370,343,2129,HS,True
1371,343,313,LE,True
1372,343,860,O2,True
1373,344,1406,CO,True
1374,344,1942,HC,True
1375,344,314,LE,True
1376,344,861,O2,True
1377,345,1407,CO,True
1378,345,1943,HC,True
1379,345,315,LE,True
1380,345,862,O2,True
1381,346,1408,CO,True
1382,346,1944,HC,True
1383,346,316,LE,True
1384,346,863,O2,True
1385,347,1409,CO,True
1386,347,1945,HC,True
1387,347,317,LE,True
1388,347,864,O2,True
1389,348,1410,CO,True
1390,348,1946,HC,True
1391,348,318,LE,True
1392,348,865,O2,True
1393,349,,CO,True
1394,349,1947,HC,True
1395,349,319,LE,True
1396,349,866,O2,True
1397,350,1411,CO,True
1398,350,1948,HC,True
1399,350,320,LE,True
1400,350,867,O2,True
1401,351,1412,CO,True
1402,351,1949,HC,True
1403,351,321,LE,True
1404,351,868,O2,True
1405,352,1413,CO,True
1406,352,1950,HC,True
1407,352,322,LE,True
1408,352,869,O2,True
1409,353,1414,CO,True
1410,353,1951,HC,True
1411,353,323,LE,True
1412,353,870,O2,True
1413,354,1415,CO,True
1414,354,1952,HC,True
1415,354,324,LE,True
1416,354,871,O2,True
1417,355,1416,CO,True
1418,355,1953,HC,True
1419,355,325,LE,True
1420,355,872,O2,True
1421,356,1417,CO,True
1422,356,1954,HC,True
1423,356,326,LE,True
1424,356,873,O2,True
1425,357,1418,CO,True
1426,357,,HC,True
1427,357,327,LE,True
1428,357,874,O2,True
1429,358,1419,CO,True
1430,358,1955,HC,True
1431,358,328,LE,True
1432,358,875,O2,True
1433,359,1420,CO,True
1434,359,1956,HC,True
1435,359,329,LE,True
1436,359,876,O2,True
1437,360,1421,CO,True
1438,360,1957,HC,True
1439,360,330,LE,True
1440,360,877,O2,True
1441,361,1422,CO,True
1442,361,1958,HC,True
1443,361,331,LE,True
1444,361,878,O2,True
1445,362,1423,CO,True
1446,362,1959,HC,True
1447,362,332,LE,True
1448,362,879,O2,True
1449,363,1424,CO,True
1450,363,1960,HC,True
1451,363,333,LE,True
1452,363,880,O2,True
1453,364,1425,CO,True
1454,364,1961,HC,True
1455,364,334,LE,True
1456,364,881,O2,True
1457,365,1426,CO,True
1458,365,1962,HC,True
1459,365,335,LE,True
1460,365,882,O2,True
1461,366,1427,CO,True
1462,366,1963,HC,True
1463,366,336,LE,True
1464,366,883,O2,True
1465,367,1428,CO,True
1466,367,1964,HC,True
1467,367,337,LE,True
1468,367,884,O2,True
1469,368,1429,CO,True
1470,368,1965,HC,True
1471,368,338,LE,True
1472,368,885,O2,True
1473,369,1430,CO,True
1474,369,1966,HC,True
1475,369,339,LE,True
1476,369,886,O2,True
1477,370,1431,CO,True
1478,370,1967,HC,True
1479,370,340,LE,True
1480,370,887,O2,True
1481,371,1432,CO,True
1482,371,1968,HC,True
1483,371,341,LE,True
1484,371,888,O2,True
1485,372,1433,CO,True
1486,372,1969,HC,True
1487,372,342,LE,True
1488,372,889,O2,True
1489,373,1434,CO,True
1490,373,1970,HC,True
1491,373,343,LE,True
1492,373,890,O2,True
1493,374,1435,CO,True
1494,374,1971,HC,True
1495,374,344,LE,True
1496,374,891,O2,True
1497,375,1436,CO,True
1498,375,1972,HC,True
1499,375,345,LE,True
1500,375,892,O2,True
1501,376,1437,CO,True
1502,376,,HS,True
1503,376,346,LE,True
1504,376,893,O2,True
1505,377,1438,CO,True
1506,377,1973,HC,True
1507,377,347,LE,True
1508,377,894,O2,True
1509,378,1439,CO,True
1510,378,1974,HC,True
1511,378,348,LE,True
1512,378,895,O2,True
1513,379,,CO,True
1514,379,,HC,True
1515,379,,LE,True
1516,379,,O2,True
1517,380,1440,CO,True
1518,380,1975,HC,True
1519,380,349,LE,True
1520,380,896,O2,True
1521,381,1441,CO,True
1522,381,1976,HC,True
1523,381,350,LE,True
1524,381,897,O2,True
1525,382,1442,CO,True
1526,382,1977,HC,True
1527,382,351,LE,True
1528,382,898,O2,True
1529,383,1443,CO,True
1530,383,1978,HC,True
1531,383,352,LE,True
1532,383,899,O2,True
1533,384,1444,CO,True
1534,384,1979,HC,True
1535,384,353,LE,True
1536,384,900,O2,True
1537,385,1445,CO,True
1538,385,1980,HC,True
1539,385,354,LE,True
1540,385,901,O2,True
1541,386,1446,CO,True
1542,386,1981,HC,True
1543,386,355,LE,True
1544,386,902,O2,True
1545,387,1447,CO,True
1546,387,1982,HC,True
1547,387,356,LE,True
1548,387,903,O2,True
1549,388,1448,CO,True
1550,388,1983,HC,True
1551,388,357,LE,True
1552,388,904,O2,True
1553,389,1449,CO,True
1554,389,1984,HC,True
1555,389,358,LE,True
1556,389,905,O2,True
1557,390,2485,CO,True
1558,390,2486,HC,True
1559,390,2484,LE,True
1560,390,906,O2,True
1561,391,1451,CO,True
1562,391,1986,HC,True
1563,391,360,LE,True
1564,391,907,O2,True
1565,392,1452,CO,True
1566,392,1987,HC,True
1567,392,361,LE,True
1568,392,908,O2,True
1569,393,1453,CO,True
1570,393,1988,HC,True
1571,393,362,LE,True
1572,393,909,O2,True
1573,394,1454,CO,True
1574,394,1989,HC,True
1575,394,363,LE,True
1576,394,910,O2,True
1577,395,1455,CO,True
1578,395,1990,HC,True
1579,395,364,LE,True
1580,395,911,O2,True
1581,396,1456,CO,True
1582,396,1991,HC,True
1583,396,365,LE,True
1584,396,912,O2,True
1585,397,1457,CO,True
1586,397,1992,HC,True
1587,397,366,LE,True
1588,397,913,O2,True
1589,398,1458,CO,True
1590,398,1993,HC,True
1591,398,367,LE,True
1592,398,914,O2,True
1593,399,2461,CO,True
1594,399,2439,HC,True
1595,399,2460,LE,True
1596,399,915,O2,True
1597,400,1460,CO,True
1598,400,1995,HC,True
1599,400,369,LE,True
1600,400,916,O2,True
1601,401,1461,CO,True
1602,401,1996,HC,True
1603,401,370,LE,True
1604,401,917,O2,True
1605,402,1462,CO,True
1606,402,1997,HC,True
1607,402,371,LE,True
1608,402,918,O2,True
1609,403,1463,CO,True
1610,403,1998,HC,True
1611,403,372,LE,True
1612,403,919,O2,True
1613,404,1464,CO,True
1614,404,1999,HC,True
1615,404,373,LE,True
1616,404,920,O2,True
1617,405,2434,CO,True
1618,405,2452,HC,True
1619,405,2459,LE,True
1620,405,921,O2,True
1621,406,1466,CO,True
1622,406,2001,HC,True
1623,406,375,LE,True
1624,406,922,O2,True
1625,407,1467,CO,True
1626,407,2002,HC,True
1627,407,376,LE,True
1628,407,923,O2,True
1629,408,1468,CO,True
1630,408,2003,HC,True
1631,408,377,LE,True
1632,408,924,O2,True
1633,409,1469,CO,True
1634,409,2004,HC,True
1635,409,378,LE,True
1636,409,925,O2,True
1637,410,1470,CO,True
1638,410,2005,HC,True
1639,410,379,LE,True
1640,410,,O2,True
1641,411,1471,CO,True
1642,411,2006,HC,True
1643,411,380,LE,True
1644,411,926,O2,True
1645,412,1472,CO,True
1646,412,2007,HC,True
1647,412,381,LE,True
1648,412,927,O2,True
1649,413,1473,CO,True
1650,413,2008,HC,True
1651,413,382,LE,True
1652,413,928,O2,True
1653,414,2450,CO,True
1654,414,2131,HS,True
1655,414,383,LE,True
1656,414,929,O2,True
1657,415,1475,CO,True
1658,415,2132,HS,True
1659,415,384,LE,True
1660,415,930,O2,True
1661,416,1476,CO,True
1662,416,2133,HS,True
1663,416,385,LE,True
1664,416,931,O2,True
1665,417,1477,CO,True
1666,417,2134,HS,True
1667,417,386,LE,True
1668,417,932,O2,True
1669,418,1478,CO,True
1670,418,2135,HS,True
1671,418,387,LE,True
1672,418,933,O2,True
1673,419,1479,CO,True
1674,419,2136,HS,True
1675,419,388,LE,True
1676,419,934,O2,True
1677,420,1480,CO,True
1678,420,2137,HS,True
1679,420,389,LE,True
1680,420,935,O2,True
1681,421,1481,CO,True
1682,421,2138,HS,True
1683,421,390,LE,True
1684,421,936,O2,True
1685,422,1482,CO,True
1686,422,2139,HS,True
1687,422,391,LE,True
1688,422,937,O2,True
1689,423,1483,CO,True
1690,423,2140,HS,True
1691,423,392,LE,True
1692,423,938,O2,True
1693,424,1484,CO,True
1694,424,2141,HS,True
1695,424,393,LE,True
1696,424,939,O2,True
1697,425,1485,CO,True
1698,425,2142,HS,True
1699,425,394,LE,True
1700,425,940,O2,True
1701,426,1486,CO,True
1702,426,2143,HS,True
1703,426,395,LE,True
1704,426,941,O2,True
1705,427,1487,CO,True
1706,427,2144,HS,True
1707,427,396,LE,True
1708,427,942,O2,True
1709,428,1488,CO,True
1710,428,2145,HS,True
1711,428,397,LE,True
1712,428,943,O2,True
1713,429,1489,CO,True
1714,429,2146,HS,True
1715,429,398,LE,True
1716,429,944,O2,True
1717,430,1490,CO,True
1718,430,2009,HC,True
1719,430,399,LE,True
1720,430,945,O2,True
1721,431,1491,CO,True
1722,431,2010,HC,True
1723,431,400,LE,True
1724,431,946,O2,True
1725,432,1492,CO,True
1726,432,2011,HC,True
1727,432,401,LE,True
1728,432,947,O2,True
1729,433,,CO,True
1730,433,2012,HC,True
1731,433,402,LE,True
1732,433,948,O2,True
1733,434,1493,CO,True
1734,434,2013,HC,True
1735,434,403,LE,True
1736,434,949,O2,True
1737,435,1494,CO,True
1738,435,2483,HS,True
1739,435,404,LE,True
1740,435,2480,O2,True
1741,436,1495,CO,True
1742,436,2482,HS,True
1743,436,405,LE,True
1744,436,2481,O2,True
1745,437,1496,CO,True
1746,437,,HS,True
1747,437,406,LE,True
1748,437,952,O2,True
1749,438,1497,CO,True
1750,438,,HS,True
1751,438,407,LE,True
1752,438,953,O2,True
1753,439,1498,CO,True
1754,439,2014,HC,True
1755,439,408,LE,True
1756,439,954,O2,True
1757,440,1499,CO,True
1758,440,2015,HC,True
1759,440,409,LE,True
1760,440,955,O2,True
1761,441,1500,CO,True
1762,441,2016,HC,True
1763,441,410,LE,True
1764,441,956,O2,True
1765,442,1501,CO,True
1766,442,2017,HC,True
1767,442,,LE,True
1768,442,957,O2,True
1769,443,1502,CO,True
1770,443,2018,HC,True
1771,443,411,LE,True
1772,443,958,O2,True
1773,444,1503,CO,True
1774,444,2019,HC,True
1775,444,412,LE,True
1776,444,959,O2,True
1777,445,1504,CO,True
1778,445,2020,HC,True
1779,445,413,LE,True
1780,445,960,O2,True
1781,446,1505,CO,True
1782,446,2021,HC,True
1783,446,414,LE,True
1784,446,961,O2,True
1785,447,1506,CO,True
1786,447,2022,HC,True
1787,447,415,LE,True
1788,447,962,O2,True
1789,448,1507,CO,True
1790,448,2023,HC,True
1791,448,416,LE,True
1792,448,963,O2,True
1793,449,1508,CO,True
1794,449,2024,HC,True
1795,449,417,LE,True
1796,449,964,O2,True
1797,450,1509,CO,True
1798,450,2025,HC,True
1799,450,418,LE,True
1800,450,965,O2,True
1801,451,1510,CO,True
1802,451,2026,HC,True
1803,451,419,LE,True
1804,451,966,O2,True
1805,452,1511,CO,True
1806,452,2027,HC,True
1807,452,420,LE,True
1808,452,967,O2,True
1809,453,1512,CO,True
1810,453,2028,HC,True
1811,453,421,LE,True
1812,453,968,O2,True
1813,454,1513,CO,True
1814,454,2029,HC,True
1815,454,422,LE,True
1816,454,969,O2,True
1817,455,1514,CO,True
1818,455,2030,HC,True
1819,455,423,LE,True
1820,455,970,O2,True
1821,456,1515,CO,True
1822,456,2031,HC,True
1823,456,424,LE,True
1824,456,971,O2,True
1825,457,1516,CO,True
1826,457,2032,HC,True
1827,457,425,LE,True
1828,457,972,O2,True
1829,458,1517,CO,True
1830,458,2033,HC,True
1831,458,426,LE,True
1832,458,973,O2,True
1833,459,1518,CO,True
1834,459,2034,HC,True
1835,459,427,LE,True
1836,459,974,O2,True
1837,460,1519,CO,True
1838,460,2035,HC,True
1839,460,428,LE,True
1840,460,975,O2,True
1841,461,1520,CO,True
1842,461,2036,HC,True
1843,461,429,LE,True
1844,461,976,O2,True
1845,462,1521,CO,True
1846,462,,HC,True
1847,462,430,LE,True
1848,462,977,O2,True
1849,463,1522,CO,True
1850,463,2037,HC,True
1851,463,431,LE,True
1852,463,978,O2,True
1853,464,1523,CO,True
1854,464,2038,HC,True
1855,464,432,LE,True
1856,464,979,O2,True
1857,465,1524,CO,True
1858,465,2039,HC,True
1859,465,433,LE,True
1860,465,980,O2,True
1861,466,1525,CO,True
1862,466,2040,HC,True
1863,466,434,LE,True
1864,466,981,O2,True
1865,467,1526,CO,True
1866,467,2448,HC,True
1867,467,435,LE,True
1868,467,2449,O2,True
1869,468,1527,CO,True
1870,468,2041,HC,True
1871,468,436,LE,True
1872,468,983,O2,True
1873,469,1528,CO,True
1874,469,2042,HC,True
1875,469,437,LE,True
1876,469,984,O2,True
1877,470,1529,CO,True
1878,470,2043,HC,True
1879,470,438,LE,True
1880,470,985,O2,True
1881,471,1530,CO,True
1882,471,2044,HC,True
1883,471,439,LE,True
1884,471,986,O2,True
1885,472,1531,CO,True
1886,472,2045,HC,True
1887,472,440,LE,True
1888,472,987,O2,True
1889,473,1532,CO,True
1890,473,2046,HC,True
1891,473,441,LE,True
1892,473,988,O2,True
1893,474,1533,CO,True
1894,474,2047,HC,True
1895,474,442,LE,True
1896,474,989,O2,True
1897,475,1534,CO,True
1898,475,2048,HC,True
1899,475,443,LE,True
1900,475,990,O2,True
1901,476,1535,CO,True
1902,476,2049,HC,True
1903,476,444,LE,True
1904,476,991,O2,True
1905,477,1536,CO,True
1906,477,2148,HS,True
1907,477,445,LE,True
1908,477,992,O2,True
1909,478,1537,CO,True
1910,478,2050,HC,True
1911,478,446,LE,True
1912,478,993,O2,True
1913,479,1538,CO,True
1914,479,2051,HC,True
1915,479,447,LE,True
1916,479,994,O2,True
1917,480,1539,CO,True
1918,480,2052,HC,True
1919,480,448,LE,True
1920,480,995,O2,True
1921,481,1540,CO,True
1922,481,2053,HC,True
1923,481,449,LE,True
1924,481,996,O2,True
1925,482,1541,CO,True
1926,482,2054,HC,True
1927,482,450,LE,True
1928,482,997,O2,True
1929,483,1542,CO,True
1930,483,2055,HC,True
1931,483,451,LE,True
1932,483,998,O2,True
1933,484,,CO,True
1934,484,,HC,True
1935,484,,LE,True
1936,484,,O2,True
1937,485,1543,CO,True
1938,485,2056,HC,True
1939,485,452,LE,True
1940,485,999,O2,True
1941,486,,CO,True
1942,486,,HC,True
1943,486,,LE,True
1944,486,,O2,True
1945,487,1544,CO,True
1946,487,2057,HC,True
1947,487,453,LE,True
1948,487,1000,O2,True
1949,488,1545,CO,True
1950,488,2058,HC,True
1951,488,454,LE,True
1952,488,1001,O2,True
1953,489,1546,CO,True
1954,489,2059,HC,True
1955,489,455,LE,True
1956,489,1002,O2,True
1957,490,1547,CO,True
1958,490,2060,HC,True
1959,490,456,LE,True
1960,490,1003,O2,True
1961,491,1548,CO,True
1962,491,2061,HC,True
1963,491,457,LE,True
1964,491,1004,O2,True
1965,492,1549,CO,True
1966,492,2062,HC,True
1967,492,458,LE,True
1968,492,1005,O2,True
1969,493,1550,CO,True
1970,493,2063,HC,True
1971,493,459,LE,True
1972,493,1006,O2,True
1973,494,1551,CO,True
1974,494,2064,HC,True
1975,494,460,LE,True
1976,494,1007,O2,True
1977,495,1552,CO,True
1978,495,2065,HC,True
1979,495,461,LE,True
1980,495,1008,O2,True
1981,496,1553,CO,True
1982,496,2066,HC,True
1983,496,462,LE,True
1984,496,1009,O2,True
1985,497,1554,CO,True
1986,497,2067,HC,True
1987,497,463,LE,True
1988,497,1010,O2,True
1989,498,1555,CO,True
1990,498,2068,HC,True
1991,498,464,LE,True
1992,498,1011,O2,True
1993,499,1556,CO,True
1994,499,2069,HC,True
1995,499,465,LE,True
1996,499,1012,O2,True
1997,500,1557,CO,True
1998,500,2070,HC,True
1999,500,466,LE,True
2000,500,1013,O2,True
2001,501,1558,CO,True
2002,501,2071,HC,True
2003,501,467,LE,True
2004,501,1014,O2,True
2005,502,1559,CO,True
2006,502,2072,HC,True
2007,502,468,LE,True
2008,502,1015,O2,True
2009,503,1560,CO,True
2010,503,2073,HC,True
2011,503,469,LE,True
2012,503,1016,O2,True
2013,504,1561,CO,True
2014,504,2074,HC,True
2015,504,470,LE,True
2016,504,1017,O2,True
2017,505,1562,CO,True
2018,505,2075,HC,True
2019,505,471,LE,True
2020,505,1018,O2,True
2021,506,1563,CO,True
2022,506,2076,HC,True
2023,506,472,LE,True
2024,506,1019,O2,True
2025,507,1564,CO,True
2026,507,2077,HC,True
2027,507,473,LE,True
2028,507,1020,O2,True
2029,508,1565,CO,True
2030,508,2078,HC,True
2031,508,474,LE,True
2032,508,1021,O2,True
2033,509,1566,CO,True
2034,509,2079,HC,True
2035,509,475,LE,True
2036,509,1022,O2,True
2037,510,1567,CO,True
2038,510,2080,HC,True
2039,510,476,LE,True
2040,510,1023,O2,True
2041,511,1568,CO,True
2042,511,2081,HC,True
2043,511,477,LE,True
2044,511,1024,O2,True
2045,512,,CO,True
2046,512,,HC,True
2047,512,478,LE,True
2048,512,,O2,True
2049,513,1569,CO,True
2050,513,2082,HC,True
2051,513,479,LE,True
2052,513,1025,O2,True
2053,514,1570,CO,True
2054,514,2083,HC,True
2055,514,480,LE,True
2056,514,1026,O2,True
2057,515,1571,CO,True
2058,515,2084,HC,True
2059,515,481,LE,True
2060,515,1027,O2,True
2061,516,1572,CO,True
2062,516,2085,HC,True
2063,516,482,LE,True
2064,516,1028,O2,True
2065,517,1573,CO,True
2066,517,2086,HC,True
2067,517,483,LE,True
2068,517,1029,O2,True
2069,518,1574,CO,True
2070,518,2087,HC,True
2071,518,484,LE,True
2072,518,1030,O2,True
2073,519,1575,CO,True
2074,519,2088,HC,True
2075,519,485,LE,True
2076,519,1031,O2,True
2077,520,1576,CO,True
2078,520,2089,HC,True
2079,520,486,LE,True
2080,520,1032,O2,True
2081,521,1577,CO,True
2082,521,2090,HC,True
2083,521,487,LE,True
2084,521,1033,O2,True
2085,522,1578,CO,True
2086,522,2091,HC,True
2087,522,488,LE,True
2088,522,1034,O2,True
2089,523,1579,CO,True
2090,523,2092,HC,True
2091,523,489,LE,True
2092,523,1035,O2,True
2093,524,1580,CO,True
2094,524,2149,HS,True
2095,524,490,LE,True
2096,524,1036,O2,True
2097,525,1581,CO,True
2098,525,2093,HC,True
2099,525,491,LE,True
2100,525,1037,O2,True
2101,526,1582,CO,True
2102,526,2094,HC,True
2103,526,492,LE,True
2104,526,1038,O2,True
2105,527,1583,CO,True
2106,527,2095,HC,True
2107,527,493,LE,True
2108,527,,O2,True
2109,528,1584,CO,True
2110,528,2096,HC,True
2111,528,494,LE,True
2112,528,1039,O2,True
2113,529,1585,CO,True
2114,529,2097,HC,True
2115,529,495,LE,True
2116,529,1040,O2,True
2117,530,1586,CO,True
2118,530,2098,HC,True
2119,530,496,LE,True
2120,530,1041,O2,True
2121,531,1587,CO,True
2122,531,2099,HC,True
2123,531,497,LE,True
2124,531,1042,O2,True
2125,532,1588,CO,True
2126,532,2100,HC,True
2127,532,498,LE,True
2128,532,1043,O2,True
2129,533,1589,CO,True
2130,533,2101,HC,True
2131,533,499,LE,True
2132,533,1044,O2,True
2133,534,1590,CO,True
2134,534,2102,HC,True
2135,534,500,LE,True
2136,534,1045,O2,True
2137,535,,CO,True
2138,535,2103,HC,True
2139,535,501,LE,True
2140,535,1046,O2,True
2141,536,1591,CO,True
2142,536,2104,HC,True
2143,536,502,LE,True
2144,536,1047,O2,True
2145,537,1592,CO,True
2146,537,2105,HC,True
2147,537,503,LE,True
2148,537,,O2,True
2149,538,1593,CO,True
2150,538,2106,HC,True
2151,538,,LE,True
2152,538,1048,O2,True
2153,539,1594,CO,True
2154,539,2107,HC,True
2155,539,504,LE,True
2156,539,1049,O2,True
2157,540,1595,CO,True
2158,540,2108,HC,True
2159,540,505,LE,True
2160,540,,O2,True
2161,541,1596,CO,True
2162,541,2109,HC,True
2163,541,506,LE,True
2164,541,1050,O2,True
2165,542,1597,CO,True
2166,542,2110,HC,True
2167,542,507,LE,True
2168,542,1051,O2,True
2169,543,1598,CO,True
2170,543,2111,HC,True
2171,543,508,LE,True
2172,543,1052,O2,True
2173,544,1599,CO,True
2174,544,2112,HC,True
2175,544,509,LE,True
2176,544,1053,O2,True
2177,545,1600,CO,True
2178,545,2113,HC,True
2179,545,510,LE,True
2180,545,1054,O2,True
2181,546,1601,CO,True
2182,546,2114,HC,True
2183,546,511,LE,True
2184,546,1055,O2,True
2185,547,1602,CO,True
2186,547,2115,HC,True
2187,547,512,LE,True
2188,547,1056,O2,True
2189,548,1603,CO,True
2190,548,2116,HC,True
2191,548,513,LE,True
2192,548,1057,O2,True
2193,549,1604,CO,True
2194,549,2117,HC,True
2195,549,514,LE,True
2196,549,1058,O2,True
2197,550,1605,CO,True
2198,550,2150,HS,True
2199,550,515,LE,True
2200,550,1059,O2,True
2201,551,1606,CO,True
2202,551,2151,HS,True
2203,551,516,LE,True
2204,551,1060,O2,True
2205,552,1607,CO,True
2206,552,2152,HS,True
2207,552,517,LE,True
2208,552,1061,O2,True
2209,553,1608,CO,True
2210,553,2153,HS,True
2211,553,518,LE,True
2212,553,1062,O2,True
2213,554,1609,CO,True
2214,554,2154,HS,True
2215,554,519,LE,True
2216,554,1063,O2,True
2217,555,1610,CO,True
2218,555,2155,HS,True
2219,555,520,LE,True
2220,555,1064,O2,True
2221,556,1611,CO,True
2222,556,2156,HS,True
2223,556,521,LE,True
2224,556,1065,O2,True
2225,557,1612,CO,True
2226,557,2157,HS,True
2227,557,522,LE,True
2228,557,1066,O2,True
2229,558,1613,CO,True
2230,558,2158,HS,True
2231,558,523,LE,True
2232,558,1067,O2,True
2233,559,1614,CO,True
2234,559,2159,HS,True
2235,559,524,LE,True
2236,559,1068,O2,True
2237,560,1615,CO,True
2238,560,2160,HS,True
2239,560,525,LE,True
2240,560,1069,O2,True
2241,561,1616,CO,True
2242,561,2161,HS,True
2243,561,526,LE,True
2244,561,1070,O2,True
2245,562,1617,CO,True
2246,562,2118,HC,True
2247,562,527,LE,True
2248,562,1071,O2,True
2249,563,1618,CO,True
2250,563,2119,HC,True
2251,563,528,LE,True
2252,563,1072,O2,True
2253,564,1619,CO,True
2254,564,2162,HS,True
2255,564,529,LE,True
2256,564,1073,O2,True
2257,565,1620,CO,True
2258,565,2163,HS,True
2259,565,530,LE,True
2260,565,2451,O2,True
2261,566,1621,CO,True
2262,566,2164,HS,True
2263,566,531,LE,True
2264,566,1075,O2,True
2265,567,1622,CO,True
2266,567,2165,HS,True
2267,567,532,LE,True
2268,567,1076,O2,True
2269,568,1623,CO,True
2270,568,2166,HS,True
2271,568,533,LE,True
2272,568,1077,O2,True
2273,569,1624,CO,True
2274,569,2167,HS,True
2275,569,534,LE,True
2276,569,1078,O2,True
2277,570,1625,CO,True
2278,570,2168,HS,True
2279,570,535,LE,True
2280,570,1079,O2,True
2281,571,2438,CO,True
2283,571,2436,LE,True
2284,571,2437,O2,True
2285,572,1626,CO,True
2286,572,2169,HS,True
2287,572,536,LE,True
2288,572,1080,O2,True
2289,573,1627,CO,True
2290,573,2170,HS,True
2291,573,537,LE,True
2292,573,1081,O2,True
2293,574,1628,CO,True
2294,574,2171,HS,True
2295,574,538,LE,True
2296,574,1082,O2,True
2297,575,1629,CO,True
2298,575,2172,HS,True
2299,575,539,LE,True
2300,575,1083,O2,True
2301,576,1630,CO,True
2302,576,2173,HS,True
2303,576,540,LE,True
2304,576,2479,O2,True
2305,577,1631,CO,True
2306,577,2174,HS,True
2307,577,541,LE,True
2308,577,1085,O2,True
2309,578,1632,CO,True
2310,578,2175,HS,True
2311,578,542,LE,True
2312,578,1086,O2,True
2313,579,1633,CO,True
2314,579,2176,HS,True
2315,579,543,LE,True
2316,579,1087,O2,True
2317,580,1634,CO,True
2318,580,2177,HS,True
2319,580,544,LE,True
2320,580,1088,O2,True
2321,581,1635,CO,True
2322,581,2120,HC,True
2323,581,545,LE,True
2324,581,1089,O2,True
2325,582,1636,CO,True
2326,582,2121,HC,True
2327,582,546,LE,True
