id,maintenance_type,status,detector,date_due,date_performed,performed_by,notes,created_at,updated_at
868,SV,CL,1100,2026-08-24,2026-08-04,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
880,SV,CL,1106,2026-08-24,2026-07-15,,"Serviced Unit, Checked Config, Replaced filters, Replaced O2 sensor, All tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
606,SV,SC,226,2026-08-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
607,SV,SC,236,2026-08-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
338,SV,SC,405,2026-08-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
862,SV,CL,1097,2026-08-24,2026-08-04,,"Serviced unit, Checked config, Checked T50/90 response, Manually Cal'd. All test ok",2026-09-09 01:47:30,2026-09-09 01:47:30
860,SV,CL,1096,2026-08-24,2026-08-04,,"Serviced unit, Checked config, Checked T50/90 response, Manually Cal'd. All test ok",2026-09-09 01:47:30,2026-09-09 01:47:30
858,SV,CL,1095,2026-08-24,2026-08-04,,"Serviced Unit, Checked config. Checked T50/90 response, Manually Cal'd. All tests ok",2026-09-09 01:47:30,2026-09-09 01:47:30
608,SV,SC,25,2026-08-23,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
609,SV,SC,384,2026-08-23,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
610,SV,SC,14,2026-08-19,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
611,SV,SC,36,2026-08-19,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
304,SV,SC,369,2026-08-19,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
381,SV,SC,449,2026-08-19,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
612,SV,SC,108,2026-08-10,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
99,SV,SC,119,2026-08-10,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
122,SV,SC,150,2026-08-10,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
231,SV,SC,289,2026-08-10,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
613,SV,SC,435,2026-08-10,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
368,SV,SC,436,2026-08-10,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
370,SV,SC,438,2026-08-10,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
46,SV,SC,50,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
614,SV,SC,114,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
103,SV,SC,127,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
123,SV,SC,151,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
615,SV,SC,168,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
616,SV,SC,181,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
152,SV,SC,189,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
617,SV,SC,277,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
620,SV,SC,329,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
621,SV,SC,352,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
402,SV,SC,470,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
622,SV,CL,583,2026-08-09,2026-05-12,,"Replaced faulty HCN sensor, Serviced and Calibrated",2026-09-09 01:47:30,2026-09-09 01:47:30
623,SV,SC,584,2026-08-09,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
7,SV,SC,8,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
84,SV,SC,102,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
91,SV,SC,110,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
108,SV,SC,132,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
160,SV,SC,200,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
167,SV,SC,207,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
192,SV,SC,237,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
205,SV,SC,252,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
229,SV,SC,287,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
251,SV,SC,309,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
257,SV,SC,317,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
399,SV,SC,467,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
443,SV,SC,582,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
444,SV,SC,585,2026-08-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
10,SV,SC,11,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
66,SV,SC,78,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
81,SV,SC,97,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
125,SV,CL,154,2026-08-06,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
132,SV,SC,165,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
149,SV,SC,186,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
176,SV,SC,217,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
196,SV,SC,241,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
253,SV,SC,312,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
269,SV,SC,332,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
289,SV,SC,353,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
294,SV,SC,358,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
376,SV,SC,444,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
393,SV,SC,461,2026-08-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
491,SV,CL,634,2026-08-05,2026-08-10,,"Serviced Unit, Checked config, Cleaned lamp, pid sensor, and pump. Replaced pump hoses. Replaced broken probe. replaced filters. All tests ok",2026-09-09 01:47:30,2026-09-09 01:47:30
154,SV,SC,191,2026-08-04,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
388,SV,SC,456,2026-08-04,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
716,SV,SC,620,2026-08-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
624,SV,SC,83,2026-08-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
212,SV,SC,261,2026-08-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
243,SV,SC,301,2026-08-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
625,SV,CL,417,2026-08-03,2026-05-04,,"Serviced Unit, Checked Config, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
626,SV,SC,419,2026-08-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
627,SV,SC,420,2026-08-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
628,SV,SC,421,2026-08-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
629,SV,SC,425,2026-08-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
630,SV,SC,429,2026-08-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
631,SV,SC,437,2026-08-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
445,SV,SC,586,2026-08-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
632,SV,SC,238,2026-08-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
633,SV,SC,326,2026-08-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
634,SV,CL,377,2026-08-02,2026-04-08,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
276,SV,SC,340,2026-07-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
408,SV,SC,476,2026-07-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
25,SV,SC,27,2026-07-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
40,SV,SC,43,2026-07-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
184,SV,SC,228,2026-07-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
204,SV,SC,251,2026-07-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
255,SV,SC,315,2026-07-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
377,SV,SC,445,2026-07-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
49,SV,SC,55,2026-07-19,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
50,SV,SC,57,2026-07-19,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
79,SV,SC,95,2026-07-19,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
234,SV,SC,292,2026-07-19,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
240,SV,SC,298,2026-07-19,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
465,SV,CL,608,2026-07-15,2026-04-27,,"Serviced Unit, Checked config, Cleaned pump, Replaced filters, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
507,SV,SC,666,2026-07-14,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
2,SV,SC,2,2026-07-14,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
39,SV,SC,42,2026-07-14,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
44,SV,SC,47,2026-07-14,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
180,SV,SC,221,2026-07-14,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
367,SV,SC,434,2026-07-14,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
62,SV,CL,74,2026-07-13,2026-04-08,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
83,SV,SC,101,2026-07-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
93,SV,SC,113,2026-07-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
174,SV,SC,215,2026-07-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
391,SV,SC,459,2026-07-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
484,SV,CL,627,2026-07-01,2026-06-04,,"Service Unit, Checked config, cleaned lamp ,pid and pump. Replaced pump hoses and filters, manually spanned, all tests ok",2026-09-09 01:47:30,2026-09-09 01:47:30
37,SV,SC,40,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
64,SV,SC,76,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
247,SV,SC,305,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
300,SV,SC,365,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
308,SV,CL,373,2026-06-29,2026-04-13,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
309,SV,SC,375,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
355,SV,SC,422,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
397,SV,SC,465,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
428,SV,CL,565,2026-06-29,2026-05-04,,"Serviced Unit, Replaced O2 Sensor, Checked Config, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
429,SV,SC,566,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
430,SV,SC,568,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
432,SV,SC,570,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
433,SV,SC,572,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
434,SV,SC,573,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
435,SV,SC,574,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
436,SV,SC,575,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
437,SV,SC,576,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
438,SV,SC,577,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
439,SV,SC,578,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
440,SV,SC,579,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
441,SV,SC,580,2026-06-29,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
148,SV,SC,185,2026-06-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
285,SV,SC,349,2026-06-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
383,SV,SC,451,2026-06-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
848,SV,CL,1093,2026-06-21,2026-06-16,,"Service Unit, Checked config, Manually Spanned, Checked T50/90, All tests OK.",2026-09-09 01:47:30,2026-09-09 01:47:30
846,SV,CL,1092,2026-06-21,2026-06-16,,"Serviced Unit, Checked config, Manually Spanned, Checked T50/90. All Tests OK.",2026-09-09 01:47:30,2026-09-09 01:47:30
850,SV,CL,1094,2026-06-21,2026-06-16,,"Service Unit, Checked config, Manually Spanned, Checked T50/90, All tests OK.",2026-09-09 01:47:30,2026-09-09 01:47:30
4,SV,SC,4,2026-06-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
117,SV,SC,144,2026-06-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
172,SV,SC,213,2026-06-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
237,SV,SC,295,2026-06-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
314,SV,CL,381,2026-06-17,2026-04-08,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
392,SV,SC,460,2026-06-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
400,SV,SC,468,2026-06-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
840,SV,CL,1089,2026-06-15,2026-06-15,,"Serviced units, Replaced filters and oring, checked config, cleaned pid and lamp, All tests ok",2026-09-09 01:47:30,2026-09-09 01:47:30
844,SV,CL,1091,2026-06-15,2026-06-15,,"Serviced units, Replaced filters and oring, checked config, cleaned pid and lamp, All tests ok",2026-09-09 01:47:30,2026-09-09 01:47:30
842,SV,CL,1090,2026-06-15,2026-06-15,,"Serviced units, Replaced filters and oring, checked config, cleaned pid and lamp, All tests ok",2026-09-09 01:47:30,2026-09-09 01:47:30
345,SV,SC,412,2026-06-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
386,SV,SC,454,2026-06-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
836,SV,CL,1087,2026-06-04,2026-06-04,,"Service Unit, Checked config, cleaned lamp ,pid and pump. Replaced pump hoses and filters, manually spanned, all tests ok",2026-09-09 01:47:30,2026-09-09 01:47:30
838,SV,CL,1088,2026-06-04,2026-06-04,,"Service Unit, Checked config, cleaned lamp ,pid and pump. Replaced pump hoses and filters, manually spanned, all tests ok",2026-09-09 01:47:30,2026-09-09 01:47:30
414,SV,SC,550,2026-06-04,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
415,SV,SC,551,2026-06-04,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
416,SV,SC,552,2026-06-04,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
403,SV,SC,471,2026-06-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
815,SV,CL,1083,2026-06-01,2026-06-01,,"Serviced Unit, Checked config, Replaced Filters and oring, calibrated, all tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
825,SV,CL,1085,2026-06-01,2026-05-28,,"Serviced Unit, Replaced Filter and Orings, Cleaned lamp and pid sensor, all tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
485,SV,CL,628,2026-05-31,2026-06-30,,"Serviced Unit, checked config, Cleaned Lamp, PID sensor and pump. Replaced filters, Replaced pump hoses. All tests ok.",2026-09-09 01:47:30,2026-09-09 01:47:30
19,SV,SC,21,2026-05-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
242,SV,SC,300,2026-05-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
295,SV,SC,360,2026-05-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
319,SV,SC,386,2026-05-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
203,SV,SC,249,2026-05-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
513,SV,SC,672,2026-05-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
6,SV,SC,7,2026-05-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
9,SV,SC,10,2026-05-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
17,SV,SC,19,2026-05-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
26,SV,SC,28,2026-05-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
89,SV,SC,107,2026-05-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
139,SV,SC,175,2026-05-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
159,SV,SC,199,2026-05-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
170,SV,CL,211,2026-05-20,2026-03-25,,"Inspected unit and replaced battery.
Checked sensors for leakage. All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
185,SV,CL,229,2026-05-20,2026-03-26,,"Serviced Unit, Checked config, 
sensors and filter, Calibrated, All ok",2026-09-09 01:47:30,2026-09-09 01:47:30
213,SV,SC,262,2026-05-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
221,SV,SC,273,2026-05-20,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
808,BT,CL,18,2026-05-19,2026-05-19,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
802,BT,CL,94,2026-05-19,2026-05-19,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
796,BT,CL,141,2026-05-19,2026-05-19,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
794,BT,CL,156,2026-05-19,2026-05-19,,REPLACED BATTERY,2026-09-09 01:47:30,2026-09-09 01:47:30
786,BT,CL,335,2026-05-19,2026-05-19,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
790,BT,CL,399,2026-05-19,2026-05-19,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
788,BT,CL,405,2026-05-19,2026-05-19,,Replaced Battery,2026-09-09 01:47:30,2026-09-09 01:47:30
831,SV,CL,1086,2026-05-18,2026-05-20,,"Serviced Unit, Checked Config, Cleaned Lamp, PID, and Pump. Replaced Filters, All tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
818,SV,CL,1084,2026-05-17,2026-05-20,,"Serviced unit, Checked Config, Cleaned lamp, PID, and pump, replaced Filters. Manually Spanned, All OK.",2026-09-09 01:47:30,2026-09-09 01:47:30
464,SV,CL,607,2026-05-17,2026-05-20,,"Serviced Unit, Replaced Filter and Orings, Cleaned lamp and pid sensor, all tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
32,SV,SC,35,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
53,SV,SC,62,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
54,SV,SC,63,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
74,SV,SC,87,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
168,SV,SC,209,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
175,SV,SC,216,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
187,SV,SC,231,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
190,SV,SC,234,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
227,SV,SC,284,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
278,SV,SC,342,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
281,SV,SC,345,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
298,SV,SC,363,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
302,SV,SC,367,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
313,SV,SC,380,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
339,SV,CL,406,2026-05-17,2026-04-13,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
411,SV,SC,526,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
412,SV,SC,527,2026-05-17,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
413,SV,CL,528,2026-05-17,2026-04-13,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
448,SV,CL,589,2026-05-13,2026-04-08,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
135,SV,SC,171,2026-05-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
287,SV,SC,351,2026-05-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
322,SV,SC,389,2026-05-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
337,SV,SC,404,2026-05-13,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
446,SV,CL,587,2026-05-10,2026-06-04,,"Service Unit, Checked config, cleaned lamp ,pid and pump. Replaced pump hoses and filters, manually spanned, all tests ok",2026-09-09 01:47:30,2026-09-09 01:47:30
454,SV,CL,595,2026-05-10,2026-06-26,,"Serviced Unit, checked config, cleaned pump. Replaced filters, All tests ok.",2026-09-09 01:47:30,2026-09-09 01:47:30
75,SV,SC,90,2026-05-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
95,SV,SC,115,2026-05-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
96,SV,SC,116,2026-05-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
118,SV,SC,145,2026-05-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
137,SV,SC,173,2026-05-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
141,SV,SC,178,2026-05-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
157,SV,SC,196,2026-05-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
312,SV,SC,378,2026-05-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
326,SV,SC,393,2026-05-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
363,SV,SC,430,2026-05-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
431,SV,SC,569,2026-05-07,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
486,SV,SC,629,2026-05-06,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
776,MS,CL,659,2026-05-04,2026-05-05,,POST VIVA REFINERY SERVICE AND CLEAN,2026-09-09 01:47:30,2026-09-09 01:47:30
778,MS,CL,664,2026-05-04,2026-05-05,,POST VIVA REFINERY SERVICE AND CLEAN,2026-09-09 01:47:30,2026-09-09 01:47:30
514,MS,CL,673,2026-05-03,2026-05-18,,"serviced Unit, cleaned out pump and replaced filters. Cleaned lamp and PID sensor. Manually spanned, all tests passed",2026-09-09 01:47:30,2026-09-09 01:47:30
461,SV,SC,602,2026-04-30,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
207,SV,SC,255,2026-04-30,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
315,SV,SC,382,2026-04-30,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
405,SV,SC,473,2026-04-30,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
42,SV,CL,45,2026-04-28,2026-03-12,,,2026-09-09 01:47:30,2026-09-09 01:47:30
47,SV,SC,53,2026-04-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
63,SV,SC,75,2026-04-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
85,SV,CL,103,2026-04-28,2026-04-08,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
87,SV,SC,105,2026-04-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
140,SV,SC,176,2026-04-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
142,SV,CL,179,2026-04-28,2026-04-22,,"REPLACED HCN SENSOR, SERVICED UNIT, RESET CONFIG, CALIBRATED ALL OK",2026-09-09 01:47:30,2026-09-09 01:47:30
283,SV,SC,347,2026-04-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
297,SV,SC,362,2026-04-28,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
27,SV,SC,29,2026-04-27,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
29,SV,SC,32,2026-04-27,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
70,SV,CL,82,2026-04-27,2026-04-02,,"Serviced Unit, checked config, checked sensors for leakage, Calibrated, all ok",2026-09-09 01:47:30,2026-09-09 01:47:30
98,SV,SC,118,2026-04-27,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
163,SV,CL,203,2026-04-27,2026-04-13,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
18,SV,SC,20,2026-04-23,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
129,SV,SC,162,2026-04-23,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
183,SV,SC,227,2026-04-23,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
22,SV,SC,24,2026-04-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
60,SV,SC,72,2026-04-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
230,SV,SC,288,2026-04-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
264,SV,SC,325,2026-04-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
357,SV,SC,424,2026-04-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
425,SV,SC,561,2026-04-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
41,SV,SC,44,2026-04-21,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
78,SV,SC,94,2026-04-21,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
421,SV,SC,557,2026-04-21,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
422,SV,SC,558,2026-04-21,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
423,SV,SC,559,2026-04-21,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
424,SV,SC,560,2026-04-21,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
279,SV,CL,343,2026-04-20,2026-04-07,,"Serviced Unit, Checked Config, Calibrated, all Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
417,SV,CL,553,2026-04-20,2026-04-07,,"Serviced Unit, Checked Config, Calibrated, all Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
418,SV,CL,554,2026-04-20,2026-04-07,,"Serviced Unit, Checked Config, Calibrated, all Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
