id,label,serial,status,configuration,purchase_date,purchase_cost,location,detector_model,firmware,notes,created_at,updated_at,location_updated
1030,CC0194,T028001235,OP,18,,,70,14,,,2026-08-30 00:09:00.762523+00:00,2026-08-30 00:09:00.762530+00:00,2026-08-30 00:08:59.977962+00:00
1031,CC0195,T028001395,OP,18,,,71,14,,,2026-08-30 00:09:00.763287+00:00,2026-08-30 00:09:00.763295+00:00,2026-08-30 00:08:59.977962+00:00
1032,CC0196,T028002599,OP,18,,,69,14,,,2026-08-30 00:09:00.763957+00:00,2026-08-30 00:09:00.763964+00:00,2026-08-30 00:08:59.977962+00:00
1033,CC0197,T028002686,OP,18,,,68,14,,,2026-08-30 00:09:00.764658+00:00,2026-08-30 00:09:00.764673+00:00,2026-08-30 00:08:59.977962+00:00
1034,CC0198,T028001339,OP,18,,,57,14,,,2026-08-30 00:09:00.765393+00:00,2026-08-30 00:09:00.765401+00:00,2026-08-30 00:08:59.977962+00:00
1035,CC0199,T028002641,OP,18,,,56,14,,,2026-08-30 00:09:00.766132+00:00,2026-08-30 00:09:00.766141+00:00,2026-08-30 00:08:59.977962+00:00
856,CC020,T028001196,OP,18,,,73,14,,,2026-08-30 00:09:00.629108+00:00,2026-08-30 00:09:00.629116+00:00,2026-08-30 00:08:59.977962+00:00
1036,CC0200,T028002651,OP,18,,,55,14,,,2026-08-30 00:09:00.766878+00:00,2026-08-30 00:09:00.766886+00:00,2026-08-30 00:08:59.977962+00:00
1037,CC0201,T028002639,OP,18,,,63,14,,,2026-08-30 00:09:00.767493+00:00,2026-08-30 00:09:00.767501+00:00,2026-08-30 00:08:59.977962+00:00
1038,CC0202,T028002673,OP,18,,,61,14,,,2026-08-30 00:09:00.768193+00:00,2026-08-30 00:09:00.768201+00:00,2026-08-30 00:08:59.977962+00:00
1039,CC0203,T028002627,OP,18,,,66,14,,,2026-08-30 00:09:00.768913+00:00,2026-08-30 00:09:00.768921+00:00,2026-08-30 00:08:59.977962+00:00
1040,CC0204,T028002438,OP,18,,,65,14,,,2026-08-30 00:09:00.769644+00:00,2026-08-30 00:09:00.769652+00:00,2026-08-30 00:08:59.977962+00:00
1041,CC0205,T028002674,OP,18,,,62,14,,,2026-08-30 00:09:00.770384+00:00,2026-08-30 00:09:00.770393+00:00,2026-08-30 00:08:59.977962+00:00
1042,CC0206,T028002460,OP,18,,,79,14,,,2026-08-30 00:09:00.771124+00:00,2026-08-30 00:09:00.771132+00:00,2026-08-30 00:08:59.977962+00:00
1043,CC0207,T028002689,OP,18,,,83,14,,,2026-08-30 00:09:00.771873+00:00,2026-08-30 00:09:00.771881+00:00,2026-08-30 00:08:59.977962+00:00
1044,CC0208,T028001241,OP,18,,,19,14,,,2026-08-30 00:09:00.772604+00:00,2026-08-30 00:09:00.772612+00:00,2026-08-30 00:08:59.977962+00:00
1045,CC0209,T028001320,OP,18,,,24,14,,,2026-08-30 00:09:00.773365+00:00,2026-08-30 00:09:00.773373+00:00,2026-08-30 00:08:59.977962+00:00
857,CC021,T028001212,OP,18,,,74,14,,,2026-08-30 00:09:00.629862+00:00,2026-08-30 00:09:00.629870+00:00,2026-08-30 00:08:59.977962+00:00
1046,CC0210,T028001385,OP,18,,,25,14,,,2026-08-30 00:09:00.774108+00:00,2026-08-30 00:09:00.774117+00:00,2026-08-30 00:08:59.977962+00:00
1047,CC0211,T028001213,OP,18,,,20,14,,,2026-08-30 00:09:00.774854+00:00,2026-08-30 00:09:00.774862+00:00,2026-08-30 00:08:59.977962+00:00
1048,CC0212,T028001678,OP,18,,,8,14,,,2026-08-30 00:09:00.775588+00:00,2026-08-30 00:09:00.775596+00:00,2026-08-30 00:08:59.977962+00:00
1049,CC0213,T028001354,OP,18,,,7,14,,,2026-08-30 00:09:00.776359+00:00,2026-08-30 00:09:00.776367+00:00,2026-08-30 00:08:59.977962+00:00
1050,CC0214,T028001242,OP,18,,,13,14,,,2026-08-30 00:09:00.777114+00:00,2026-08-30 00:09:00.777122+00:00,2026-08-30 00:08:59.977962+00:00
1051,CC0215,T028001326,OP,18,,,38,14,,,2026-08-30 00:09:00.777822+00:00,2026-08-30 00:09:00.777830+00:00,2026-08-30 00:08:59.977962+00:00
1052,CC0216,T028001251,OP,18,,,54,14,,,2026-08-30 00:09:00.778565+00:00,2026-08-30 00:09:00.778573+00:00,2026-08-30 00:08:59.977962+00:00
1053,CC0217,T028001222,OP,18,,,40,14,,,2026-08-30 00:09:00.779318+00:00,2026-08-30 00:09:00.779326+00:00,2026-08-30 00:08:59.977962+00:00
1054,CC0218,T028001297,OP,18,,,46,14,,,2026-08-30 00:09:00.780063+00:00,2026-08-30 00:09:00.780072+00:00,2026-08-30 00:08:59.977962+00:00
1055,CC0219,T028002600,OP,18,,,51,14,,,2026-08-30 00:09:00.780801+00:00,2026-08-30 00:09:00.780809+00:00,2026-08-30 00:08:59.977962+00:00
858,CC022,T028001357,OP,18,,,15,14,,,2026-08-30 00:09:00.630570+00:00,2026-08-30 00:09:00.630597+00:00,2026-08-30 00:08:59.977962+00:00
1056,CC0220,T028001342,OP,18,,,29,14,,,2026-08-30 00:09:00.781538+00:00,2026-08-30 00:09:00.781546+00:00,2026-08-30 00:08:59.977962+00:00
1057,CC0221,T028001329,OP,18,,,23,14,,,2026-08-30 00:09:00.782285+00:00,2026-08-30 00:09:00.782293+00:00,2026-08-30 00:08:59.977962+00:00
1058,CC0222,T028001308,OP,18,,,32,14,,,2026-08-30 00:09:00.783051+00:00,2026-08-30 00:09:00.783059+00:00,2026-08-30 00:08:59.977962+00:00
1059,CC0223,T028001195,OP,18,,,9,14,,,2026-08-30 00:09:00.783798+00:00,2026-08-30 00:09:00.783806+00:00,2026-08-30 00:08:59.977962+00:00
1060,CC0224,T028001406,OP,18,,,3,14,,,2026-08-30 00:09:00.784541+00:00,2026-08-30 00:09:00.784549+00:00,2026-08-30 00:08:59.977962+00:00
1061,CC0225,T028001197,OP,18,,,2,14,,,2026-08-30 00:09:00.785289+00:00,2026-08-30 00:09:00.785297+00:00,2026-08-30 00:08:59.977962+00:00
1062,CC0226,T028001383,OP,18,,,1,14,,,2026-08-30 00:09:00.785973+00:00,2026-08-30 00:09:00.785981+00:00,2026-08-30 00:08:59.977962+00:00
1063,CC0227,T028001298,OP,18,,,34,14,,,2026-08-30 00:09:00.786724+00:00,2026-08-30 00:09:00.786732+00:00,2026-08-30 00:08:59.977962+00:00
1064,CC0228,T028002451,OP,18,,,33,14,,,2026-08-30 00:09:00.787461+00:00,2026-08-30 00:09:00.787469+00:00,2026-08-30 00:08:59.977962+00:00
1065,CC0229,T028001248,OP,18,,,70,14,,,2026-08-30 00:09:00.788166+00:00,2026-08-30 00:09:00.788174+00:00,2026-08-30 00:08:59.977962+00:00
859,CC023,T028001194,OP,18,,,43,14,,,2026-08-30 00:09:00.631368+00:00,2026-08-30 00:09:00.631376+00:00,2026-08-30 00:08:59.977962+00:00
1066,CC0230,T028001205,OP,18,,,71,14,,,2026-08-30 00:09:00.788894+00:00,2026-08-30 00:09:00.788902+00:00,2026-08-30 00:08:59.977962+00:00
1067,CC0231,T028002603,OP,18,,,69,14,,,2026-08-30 00:09:00.789633+00:00,2026-08-30 00:09:00.789641+00:00,2026-08-30 00:08:59.977962+00:00
1068,CC0232,T028002604,OP,18,,,68,14,,,2026-08-30 00:09:00.790377+00:00,2026-08-30 00:09:00.790385+00:00,2026-08-30 00:08:59.977962+00:00
1069,CC0233,T028001305,OP,18,,,57,14,,,2026-08-30 00:09:00.791118+00:00,2026-08-30 00:09:00.791126+00:00,2026-08-30 00:08:59.977962+00:00
1070,CC0234,T028002690,OP,18,,,56,14,,,2026-08-30 00:09:00.791867+00:00,2026-08-30 00:09:00.791875+00:00,2026-08-30 00:08:59.977962+00:00
1071,CC0235,T028002630,OP,18,,,55,14,,,2026-08-30 00:09:00.792625+00:00,2026-08-30 00:09:00.792633+00:00,2026-08-30 00:08:59.977962+00:00
1072,CC0236,T028002638,OP,18,,,63,14,,,2026-08-30 00:09:00.793368+00:00,2026-08-30 00:09:00.793376+00:00,2026-08-30 00:08:59.977962+00:00
1073,CC0237,T028002622,OP,18,,,61,14,,,2026-08-30 00:09:00.794116+00:00,2026-08-30 00:09:00.794124+00:00,2026-08-30 00:08:59.977962+00:00
1074,CC0238,T028002667,OP,18,,,66,14,,,2026-08-30 00:09:00.795064+00:00,2026-08-30 00:09:00.795072+00:00,2026-08-30 00:08:59.977962+00:00
1075,CC0239,XXX-00065,OP,18,,,65,14,,,2026-08-30 00:09:00.795803+00:00,2026-08-30 00:09:00.795811+00:00,2026-08-30 00:08:59.977962+00:00
860,CC024,T028001240,OP,18,,,41,14,,,2026-08-30 00:09:00.632117+00:00,2026-08-30 00:09:00.632125+00:00,2026-08-30 00:08:59.977962+00:00
1076,CC0240,T028002633,OP,18,,,62,14,,,2026-08-30 00:09:00.796556+00:00,2026-08-30 00:09:00.796564+00:00,2026-08-30 00:08:59.977962+00:00
1077,CC0241,T028001352,OP,18,,,79,14,,,2026-08-30 00:09:00.797255+00:00,2026-08-30 00:09:00.797263+00:00,2026-08-30 00:08:59.977962+00:00
1078,CC0242,T028002634,OP,18,,,83,14,,,2026-08-30 00:09:00.798141+00:00,2026-08-30 00:09:00.798149+00:00,2026-08-30 00:08:59.977962+00:00
861,CC025,T028001250,OP,18,,,38,14,,,2026-08-30 00:09:00.632960+00:00,2026-08-30 00:09:00.632968+00:00,2026-08-30 00:08:59.977962+00:00
862,CC026,T028001319,OP,18,,,42,14,,,2026-08-30 00:09:00.633672+00:00,2026-08-30 00:09:00.633680+00:00,2026-08-30 00:08:59.977962+00:00
863,CC027,T028002441,OP,18,,,36,14,,,2026-08-30 00:09:00.634369+00:00,2026-08-30 00:09:00.634377+00:00,2026-08-30 00:08:59.977962+00:00
864,CC028,T028002668,OP,18,,,52,14,,,2026-08-30 00:09:00.635146+00:00,2026-08-30 00:09:00.635154+00:00,2026-08-30 00:08:59.977962+00:00
865,CC029,T028002658,OP,18,,,53,14,,,2026-08-30 00:09:00.636009+00:00,2026-08-30 00:09:00.636017+00:00,2026-08-30 00:08:59.977962+00:00
866,CC030,XXX-00062,OP,18,,,54,14,,,2026-08-30 00:09:00.636903+00:00,2026-08-30 00:09:00.636911+00:00,2026-08-30 00:08:59.977962+00:00
867,CC031,T028001388,OP,18,,,39,14,,,2026-08-30 00:09:00.637624+00:00,2026-08-30 00:09:00.637631+00:00,2026-08-30 00:08:59.977962+00:00
868,CC032,T028001252,OP,18,,,40,14,,,2026-08-30 00:09:00.638399+00:00,2026-08-30 00:09:00.638407+00:00,2026-08-30 00:08:59.977962+00:00
869,CC033,T028001184,OP,18,,,46,14,,,2026-08-30 00:09:00.639144+00:00,2026-08-30 00:09:00.639151+00:00,2026-08-30 00:08:59.977962+00:00
870,CC034,T028001257,OP,18,,,37,14,,,2026-08-30 00:09:00.639925+00:00,2026-08-30 00:09:00.639933+00:00,2026-08-30 00:08:59.977962+00:00
871,CC035,T028001407,OP,18,,,47,14,,,2026-08-30 00:09:00.640729+00:00,2026-08-30 00:09:00.640737+00:00,2026-08-30 00:08:59.977962+00:00
872,CC036,T028001211,OP,18,,,44,14,,,2026-08-30 00:09:00.641461+00:00,2026-08-30 00:09:00.641469+00:00,2026-08-30 00:08:59.977962+00:00
873,CC037,T028002666,OP,18,,,49,14,,,2026-08-30 00:09:00.642227+00:00,2026-08-30 00:09:00.642235+00:00,2026-08-30 00:08:59.977962+00:00
874,CC038,T028002644,OP,18,,,48,14,,,2026-08-30 00:09:00.643031+00:00,2026-08-30 00:09:00.643038+00:00,2026-08-30 00:08:59.977962+00:00
875,CC039,T028002656,OP,18,,,51,14,,,2026-08-30 00:09:00.643800+00:00,2026-08-30 00:09:00.643811+00:00,2026-08-30 00:08:59.977962+00:00
876,CC040,T028002685,OP,18,,,50,14,,,2026-08-30 00:09:00.644828+00:00,2026-08-30 00:09:00.644836+00:00,2026-08-30 00:08:59.977962+00:00
877,CC041,T028001703,OP,18,,,29,14,,,2026-08-30 00:09:00.645497+00:00,2026-08-30 00:09:00.645505+00:00,2026-08-30 00:08:59.977962+00:00
878,CC042,T028001358,OP,18,,,27,14,,,2026-08-30 00:09:00.646188+00:00,2026-08-30 00:09:00.646195+00:00,2026-08-30 00:08:59.977962+00:00
879,CC043,T028001340,OP,18,,,23,14,,,2026-08-30 00:09:00.646979+00:00,2026-08-30 00:09:00.646986+00:00,2026-08-30 00:08:59.977962+00:00
880,CC044,T028001231,OP,18,,,32,14,,,2026-08-30 00:09:00.647749+00:00,2026-08-30 00:09:00.647757+00:00,2026-08-30 00:08:59.977962+00:00
881,CC045,T028001683,OP,18,,,31,14,,,2026-08-30 00:09:00.648453+00:00,2026-08-30 00:09:00.648460+00:00,2026-08-30 00:08:59.977962+00:00
882,CC046,T028001202,OP,18,,,30,14,,,2026-08-30 00:09:00.649201+00:00,2026-08-30 00:09:00.649209+00:00,2026-08-30 00:08:59.977962+00:00
883,CC047,T028001343,OP,18,,,22,14,,,2026-08-30 00:09:00.649905+00:00,2026-08-30 00:09:00.649913+00:00,2026-08-30 00:08:59.977962+00:00
884,CC048,T028002683,OP,18,,,78,14,,,2026-08-30 00:09:00.650661+00:00,2026-08-30 00:09:00.650675+00:00,2026-08-30 00:08:59.977962+00:00
885,CC049,T028001087,OP,18,,,81,14,,,2026-08-30 00:09:00.651424+00:00,2026-08-30 00:09:00.651431+00:00,2026-08-30 00:08:59.977962+00:00
886,CC050,T028002677,OP,18,,,82,14,,,2026-08-30 00:09:00.652113+00:00,2026-08-30 00:09:00.652120+00:00,2026-08-30 00:08:59.977962+00:00
887,CC051,T028001321,OP,18,,,9,14,,,2026-08-30 00:09:00.652956+00:00,2026-08-30 00:09:00.652964+00:00,2026-08-30 00:08:59.977962+00:00
888,CC052,T028001387,OP,18,,,9,14,,,2026-08-30 00:09:00.653675+00:00,2026-08-30 00:09:00.653705+00:00,2026-08-30 00:08:59.977962+00:00
889,CC053,T028001258,OP,18,,,12,14,,,2026-08-30 00:09:00.654417+00:00,2026-08-30 00:09:00.654425+00:00,2026-08-30 00:08:59.977962+00:00
890,CC054,T028001313,OP,18,,,4,14,,,2026-08-30 00:09:00.655150+00:00,2026-08-30 00:09:00.655157+00:00,2026-08-30 00:08:59.977962+00:00
891,CC055,T028001254,OP,18,,,3,14,,,2026-08-30 00:09:00.655894+00:00,2026-08-30 00:09:00.655902+00:00,2026-08-30 00:08:59.977962+00:00
892,CC056,T028001083,OP,18,,,17,14,,,2026-08-30 00:09:00.656653+00:00,2026-08-30 00:09:00.656661+00:00,2026-08-30 00:08:59.977962+00:00
893,CC057,T028001410,OP,18,,,2,14,,,2026-08-30 00:09:00.657442+00:00,2026-08-30 00:09:00.657450+00:00,2026-08-30 00:08:59.977962+00:00
894,CC058,T028001325,OP,18,,,45,14,,,2026-08-30 00:09:00.658173+00:00,2026-08-30 00:09:00.658181+00:00,2026-08-30 00:08:59.977962+00:00
895,CC059,T028002457,OP,18,,,1,14,,,2026-08-30 00:09:00.658974+00:00,2026-08-30 00:09:00.658982+00:00,2026-08-30 00:08:59.977962+00:00
896,CC060,T028001338,OP,18,,,34,14,,,2026-08-30 00:09:00.659690+00:00,2026-08-30 00:09:00.659725+00:00,2026-08-30 00:08:59.977962+00:00
897,CC061,T028002446,OP,18,,,35,14,,,2026-08-30 00:09:00.660660+00:00,2026-08-30 00:09:00.660676+00:00,2026-08-30 00:08:59.977962+00:00
898,CC062,T028001348,OP,18,,,33,14,,,2026-08-30 00:09:00.661508+00:00,2026-08-30 00:09:00.661516+00:00,2026-08-30 00:08:59.977962+00:00
899,CC063,T028001296,OP,18,,,70,14,,,2026-08-30 00:09:00.662229+00:00,2026-08-30 00:09:00.662237+00:00,2026-08-30 00:08:59.977962+00:00
900,CC064,T028001311,OP,18,,,71,14,,,2026-08-30 00:09:00.663060+00:00,2026-08-30 00:09:00.663068+00:00,2026-08-30 00:08:59.977962+00:00
901,CC065,T028001336,OP,18,,,72,14,,,2026-08-30 00:09:00.663838+00:00,2026-08-30 00:09:00.663846+00:00,2026-08-30 00:08:59.977962+00:00
902,CC066,T028002678,OP,18,,,69,14,,,2026-08-30 00:09:00.664554+00:00,2026-08-30 00:09:00.664562+00:00,2026-08-30 00:08:59.977962+00:00
903,CC067,T028002659,OP,18,,,68,14,,,2026-08-30 00:09:00.665396+00:00,2026-08-30 00:09:00.665404+00:00,2026-08-30 00:08:59.977962+00:00
904,CC068,T028002635,OP,18,,,67,14,,,2026-08-30 00:09:00.666153+00:00,2026-08-30 00:09:00.666161+00:00,2026-08-30 00:08:59.977962+00:00
905,CC069,T028002655,OP,18,,,60,14,,,2026-08-30 00:09:00.666960+00:00,2026-08-30 00:09:00.666968+00:00,2026-08-30 00:08:59.977962+00:00
906,CC070,T028002631,OP,18,,,58,14,,,2026-08-30 00:09:00.667655+00:00,2026-08-30 00:09:00.667663+00:00,2026-08-30 00:08:59.977962+00:00
907,CC071,T028001332,OP,18,,,57,14,,,2026-08-30 00:09:00.668372+00:00,2026-08-30 00:09:00.668380+00:00,2026-08-30 00:08:59.977962+00:00
908,CC072,T028002676,OP,18,,,56,14,,,2026-08-30 00:09:00.669200+00:00,2026-08-30 00:09:00.669208+00:00,2026-08-30 00:08:59.977962+00:00
909,CC073,T028002687,OP,18,,,55,14,,,2026-08-30 00:09:00.669901+00:00,2026-08-30 00:09:00.669908+00:00,2026-08-30 00:08:59.977962+00:00
910,CC074,T028002647,OP,18,,,64,14,,,2026-08-30 00:09:00.670653+00:00,2026-08-30 00:09:00.670676+00:00,2026-08-30 00:08:59.977962+00:00
911,CC075,T028002626,OP,18,,,63,14,,,2026-08-30 00:09:00.671444+00:00,2026-08-30 00:09:00.671451+00:00,2026-08-30 00:08:59.977962+00:00
912,CC076,T028002648,OP,18,,,61,14,,,2026-08-30 00:09:00.672109+00:00,2026-08-30 00:09:00.672116+00:00,2026-08-30 00:08:59.977962+00:00
913,CC077,T028002653,OP,18,,,66,14,,,2026-08-30 00:09:00.672980+00:00,2026-08-30 00:09:00.672988+00:00,2026-08-30 00:08:59.977962+00:00
914,CC078,T028001236,OP,18,,,65,14,,,2026-08-30 00:09:00.673686+00:00,2026-08-30 00:09:00.673721+00:00,2026-08-30 00:08:59.977962+00:00
915,CC079,T028002670,OP,18,,,62,14,,,2026-08-30 00:09:00.674433+00:00,2026-08-30 00:09:00.674441+00:00,2026-08-30 00:08:59.977962+00:00
916,CC080,T028002452,OP,18,,,79,14,,,2026-08-30 00:09:00.675160+00:00,2026-08-30 00:09:00.675168+00:00,2026-08-30 00:08:59.977962+00:00
917,CC081,T028002665,OP,18,,,83,14,,,2026-08-30 00:09:00.675931+00:00,2026-08-30 00:09:00.675939+00:00,2026-08-30 00:08:59.977962+00:00
918,CC082,T028002664,OP,18,,,84,14,,,2026-08-30 00:09:00.676739+00:00,2026-08-30 00:09:00.676752+00:00,2026-08-30 00:08:59.977962+00:00
919,CC083,T028002623,OP,18,,,85,14,,,2026-08-30 00:09:00.677542+00:00,2026-08-30 00:09:00.677550+00:00,2026-08-30 00:08:59.977962+00:00
920,CC084,T028001403,OP,18,,,86,14,,,2026-08-30 00:09:00.678236+00:00,2026-08-30 00:09:00.678243+00:00,2026-08-30 00:08:59.977962+00:00
921,CC085,T028001399,OP,18,,,87,14,,,2026-08-30 00:09:00.678997+00:00,2026-08-30 00:09:00.679004+00:00,2026-08-30 00:08:59.977962+00:00
922,CC086,T028002642,OP,18,,,97,14,,,2026-08-30 00:09:00.679889+00:00,2026-08-30 00:09:00.679897+00:00,2026-08-30 00:08:59.977962+00:00
923,CC087,XXX-00063,OP,18,,,18,14,,,2026-08-30 00:09:00.680636+00:00,2026-08-30 00:09:00.680658+00:00,2026-08-30 00:08:59.977962+00:00
924,CC088,T028001189,OP,18,,,28,14,,,2026-08-30 00:09:00.681444+00:00,2026-08-30 00:09:00.681451+00:00,2026-08-30 00:08:59.977962+00:00
925,CC089,T028001334,OP,18,,,19,14,,,2026-08-30 00:09:00.682141+00:00,2026-08-30 00:09:00.682149+00:00,2026-08-30 00:08:59.977962+00:00
926,CC090,T028001317,OP,18,,,24,14,,,2026-08-30 00:09:00.682952+00:00,2026-08-30 00:09:00.682960+00:00,2026-08-30 00:08:59.977962+00:00
927,CC091,T028001696,OP,18,,,25,14,,,2026-08-30 00:09:00.683650+00:00,2026-08-30 00:09:00.683658+00:00,2026-08-30 00:08:59.977962+00:00
928,CC092,T028001302,OP,18,,,26,14,,,2026-08-30 00:09:00.684568+00:00,2026-08-30 00:09:00.684576+00:00,2026-08-30 00:08:59.977962+00:00
929,CC093,T028001300,OP,18,,,21,14,,,2026-08-30 00:09:00.685362+00:00,2026-08-30 00:09:00.685370+00:00,2026-08-30 00:08:59.977962+00:00
930,CC094,T028001692,OP,18,,,20,14,,,2026-08-30 00:09:00.686147+00:00,2026-08-30 00:09:00.686155+00:00,2026-08-30 00:08:59.977962+00:00
931,CC095,T028002662,OP,18,,,75,14,,,2026-08-30 00:09:00.686949+00:00,2026-08-30 00:09:00.686957+00:00,2026-08-30 00:08:59.977962+00:00
932,CC096,T028001187,OP,18,,,76,14,,,2026-08-30 00:09:00.687651+00:00,2026-08-30 00:09:00.687658+00:00,2026-08-30 00:08:59.977962+00:00
933,CC097,T028002444,OP,18,,,77,14,,,2026-08-30 00:09:00.688403+00:00,2026-08-30 00:09:00.688411+00:00,2026-08-30 00:08:59.977962+00:00
934,CC098,T028001220,OP,18,,,6,14,,,2026-08-30 00:09:00.689160+00:00,2026-08-30 00:09:00.689168+00:00,2026-08-30 00:08:59.977962+00:00
935,CC099,T028001381,OP,18,,,5,14,,,2026-08-30 00:09:00.689900+00:00,2026-08-30 00:09:00.689907+00:00,2026-08-30 00:08:59.977962+00:00
752,CS001,T021006115,OP,17,,,18,13,,,2026-08-30 00:09:00.550747+00:00,2026-08-30 00:09:00.550754+00:00,2026-08-30 00:08:59.977962+00:00
753,CS002,T021006131,OP,17,,,28,13,,,2026-08-30 00:09:00.551271+00:00,2026-08-30 00:09:00.551278+00:00,2026-08-30 00:08:59.977962+00:00
754,CS003,T021006116,OP,17,,,19,13,,,2026-08-30 00:09:00.551857+00:00,2026-08-30 00:09:00.551864+00:00,2026-08-30 00:08:59.977962+00:00
755,CS004,T021006119,OP,17,,,24,13,,,2026-08-30 00:09:00.552377+00:00,2026-08-30 00:09:00.552384+00:00,2026-08-30 00:08:59.977962+00:00
756,CS005,T021006118,OP,17,,,25,13,,,2026-08-30 00:09:00.552978+00:00,2026-08-30 00:09:00.552985+00:00,2026-08-30 00:08:59.977962+00:00
757,CS006,T021006117,OP,17,,,26,13,,,2026-08-30 00:09:00.553627+00:00,2026-08-30 00:09:00.553639+00:00,2026-08-30 00:08:59.977962+00:00
758,CS007,T021006160,OP,17,,,21,13,,,2026-08-30 00:09:00.554252+00:00,2026-08-30 00:09:00.554259+00:00,2026-08-30 00:08:59.977962+00:00
759,CS008,T021006166,OP,17,,,20,13,,,2026-08-30 00:09:00.554813+00:00,2026-08-30 00:09:00.554820+00:00,2026-08-30 00:08:59.977962+00:00
760,CS009,T021006444,OP,17,,,75,13,,,2026-08-30 00:09:00.555331+00:00,2026-08-30 00:09:00.555338+00:00,2026-08-30 00:08:59.977962+00:00
761,CS010,T021009196,OP,17,,,76,13,,,2026-08-30 00:09:00.555896+00:00,2026-08-30 00:09:00.555904+00:00,2026-08-30 00:08:59.977962+00:00
762,CS011,T021009184,OP,17,,,77,13,,,2026-08-30 00:09:00.556414+00:00,2026-08-30 00:09:00.556421+00:00,2026-08-30 00:08:59.977962+00:00
763,CS012,T021006120,OP,17,,,6,13,,,2026-08-30 00:09:00.557143+00:00,2026-08-30 00:09:00.557150+00:00,2026-08-30 00:08:59.977962+00:00
764,CS013,T021006111,OP,17,,,5,13,,,2026-08-30 00:09:00.557897+00:00,2026-08-30 00:09:00.557909+00:00,2026-08-30 00:08:59.977962+00:00
765,CS014,T021006130,OP,17,,,8,13,,,2026-08-30 00:09:00.558510+00:00,2026-08-30 00:09:00.558517+00:00,2026-08-30 00:08:59.977962+00:00
766,CS015,T021006114,OP,17,,,10,13,,,2026-08-30 00:09:00.559277+00:00,2026-08-30 00:09:00.559284+00:00,2026-08-30 00:08:59.977962+00:00
767,CS016,T021006144,OP,17,,,7,13,,,2026-08-30 00:09:00.559900+00:00,2026-08-30 00:09:00.559906+00:00,2026-08-30 00:08:59.977962+00:00
768,CS017,T021006432,OP,17,,,11,13,,,2026-08-30 00:09:00.560542+00:00,2026-08-30 00:09:00.560552+00:00,2026-08-30 00:08:59.977962+00:00
769,CS018,T021008793,OP,17,,,13,13,,,2026-08-30 00:09:00.561402+00:00,2026-08-30 00:09:00.561410+00:00,2026-08-30 00:08:59.977962+00:00
770,CS019,T021006431,OP,17,,,14,13,,,2026-08-30 00:09:00.562085+00:00,2026-08-30 00:09:00.562092+00:00,2026-08-30 00:08:59.977962+00:00
771,CS020,T021008764,OP,17,,,73,13,,,2026-08-30 00:09:00.562926+00:00,2026-08-30 00:09:00.562934+00:00,2026-08-30 00:08:59.977962+00:00
772,CS021,T021009197,OP,17,,,74,13,,,2026-08-30 00:09:00.563561+00:00,2026-08-30 00:09:00.563568+00:00,2026-08-30 00:08:59.977962+00:00
773,CS022,T021006430,OP,17,,,15,13,,,2026-08-30 00:09:00.564273+00:00,2026-08-30 00:09:00.564280+00:00,2026-08-30 00:08:59.977962+00:00
774,CS023,T021008791,OP,17,,,43,13,,,2026-08-30 00:09:00.565065+00:00,2026-08-30 00:09:00.565072+00:00,2026-08-30 00:08:59.977962+00:00
775,CS024,T021008796,OP,17,,,41,13,,,2026-08-30 00:09:00.565935+00:00,2026-08-30 00:09:00.565942+00:00,2026-08-30 00:08:59.977962+00:00
776,CS025,T021008794,OP,17,,,38,13,,,2026-08-30 00:09:00.566600+00:00,2026-08-30 00:09:00.566608+00:00,2026-08-30 00:08:59.977962+00:00
777,CS026,T021006139,OP,17,,,36,13,,,2026-08-30 00:09:00.567718+00:00,2026-08-30 00:09:00.567726+00:00,2026-08-30 00:08:59.977962+00:00
778,CS027,T021009211,OP,17,,,52,13,,,2026-08-30 00:09:00.568580+00:00,2026-08-30 00:09:00.568591+00:00,2026-08-30 00:08:59.977962+00:00
779,CS028,T021006441,OP,17,,,53,13,,,2026-08-30 00:09:00.569498+00:00,2026-08-30 00:09:00.569505+00:00,2026-08-30 00:08:59.977962+00:00
780,CS029,T021006154,OP,17,,,54,13,,,2026-08-30 00:09:00.570388+00:00,2026-08-30 00:09:00.570395+00:00,2026-08-30 00:08:59.977962+00:00
781,CS030,T021006440,OP,17,,,39,13,,,2026-08-30 00:09:00.571307+00:00,2026-08-30 00:09:00.571319+00:00,2026-08-30 00:08:59.977962+00:00
782,CS031,T021006121,OP,17,,,40,13,,,2026-08-30 00:09:00.572225+00:00,2026-08-30 00:09:00.572237+00:00,2026-08-30 00:08:59.977962+00:00
783,CS032,T021006153,OP,17,,,46,13,,,2026-08-30 00:09:00.573121+00:00,2026-08-30 00:09:00.573129+00:00,2026-08-30 00:08:59.977962+00:00
784,CS033,T021006137,OP,17,,,37,13,,,2026-08-30 00:09:00.573918+00:00,2026-08-30 00:09:00.573925+00:00,2026-08-30 00:08:59.977962+00:00
785,CS034,T021006152,OP,17,,,47,13,,,2026-08-30 00:09:00.574635+00:00,2026-08-30 00:09:00.574648+00:00,2026-08-30 00:08:59.977962+00:00
786,CS035,T021006146,OP,17,,,44,13,,,2026-08-30 00:09:00.575403+00:00,2026-08-30 00:09:00.575417+00:00,2026-08-30 00:08:59.977962+00:00
